#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GATA2	CBFB	9606.ENSP00000345681	9606.ENSP00000415151	0	0	0	0	0	0	0.500	0.642	0.813
GATA2	GATA3	9606.ENSP00000345681	9606.ENSP00000368632	0	0	0.055	0.960	0.083	0.164	0.500	0.637	0.844
GATA2	FLI1	9606.ENSP00000345681	9606.ENSP00000433488	0	0	0	0	0.056	0	0.800	0.650	0.928
GATA2	CEBPA	9606.ENSP00000345681	9606.ENSP00000427514	0	0	0	0	0.080	0.091	0.500	0.871	0.939
GATA2	GATA1	9606.ENSP00000345681	9606.ENSP00000365858	0	0	0	0.843	0.109	0	0	0.974	0.976
GATA2	LDB1	9606.ENSP00000345681	9606.ENSP00000501277	0	0	0	0	0.044	0.113	0.500	0.987	0.994
GATA3	TBX21	9606.ENSP00000368632	9606.ENSP00000177694	0	0	0	0	0.113	0.311	0.900	0.956	0.997
GATA3	SPI1	9606.ENSP00000368632	9606.ENSP00000227163	0	0	0	0	0	0.301	0	0.764	0.828
GATA3	RARA	9606.ENSP00000368632	9606.ENSP00000254066	0	0	0	0	0	0.303	0	0.705	0.786
GATA3	LMO2	9606.ENSP00000368632	9606.ENSP00000257818	0	0	0	0	0	0.329	0.500	0.646	0.871
GATA3	CREBBP	9606.ENSP00000368632	9606.ENSP00000262367	0	0	0	0	0	0.346	0	0.707	0.801
GATA3	TCF3	9606.ENSP00000368632	9606.ENSP00000262965	0	0	0	0	0.048	0	0.500	0.779	0.885
GATA3	EP300	9606.ENSP00000368632	9606.ENSP00000263253	0	0	0	0	0	0.101	0.800	0.794	0.959
GATA3	TAL1	9606.ENSP00000368632	9606.ENSP00000294339	0	0	0	0	0.067	0.521	0.800	0.938	0.993
GATA3	RUNX1	9606.ENSP00000368632	9606.ENSP00000300305	0	0	0	0	0.056	0.125	0.500	0.976	0.989
GATA3	CEBPB	9606.ENSP00000368632	9606.ENSP00000305422	0	0	0	0	0	0.091	0	0.692	0.708
GATA3	IKZF1	9606.ENSP00000368632	9606.ENSP00000331614	0	0	0	0	0.055	0.091	0	0.742	0.759
GATA3	MYB	9606.ENSP00000368632	9606.ENSP00000339992	0	0	0	0	0.104	0.297	0.500	0.461	0.807
GATA3	GATA2	9606.ENSP00000368632	9606.ENSP00000345681	0	0	0.055	0.960	0.083	0.164	0.500	0.637	0.844
GATA3	PAX5	9606.ENSP00000368632	9606.ENSP00000350844	0	0	0	0	0.099	0	0	0.705	0.723
GATA3	HDAC1	9606.ENSP00000368632	9606.ENSP00000362649	0	0	0	0	0.071	0.745	0.500	0.336	0.911
GATA3	FOXP3	9606.ENSP00000368632	9606.ENSP00000365380	0	0	0	0	0.049	0.345	0	0.850	0.898
GATA3	GATA1	9606.ENSP00000368632	9606.ENSP00000365858	0	0	0.078	0.836	0.086	0	0.500	0.571	0.795
GATA3	HIF1A	9606.ENSP00000368632	9606.ENSP00000437955	0	0	0	0	0.050	0.292	0	0.609	0.714
GATA3	CEBPA	9606.ENSP00000368632	9606.ENSP00000427514	0	0	0	0	0	0.091	0	0.701	0.716
GATA3	CBFB	9606.ENSP00000368632	9606.ENSP00000415151	0	0	0	0	0	0	0.500	0.475	0.726
GATA3	TCF12	9606.ENSP00000368632	9606.ENSP00000388940	0	0	0	0	0.048	0	0.500	0.572	0.778
GATA3	HDAC2	9606.ENSP00000368632	9606.ENSP00000430432	0	0	0	0	0.068	0.659	0	0.549	0.844
GATA3	ETS1	9606.ENSP00000368632	9606.ENSP00000376436	0	0	0	0	0.096	0	0	0.901	0.907
GATA3	LDB1	9606.ENSP00000368632	9606.ENSP00000501277	0	0	0	0	0.042	0.113	0.800	0.648	0.932
HDAC1	SPI1	9606.ENSP00000362649	9606.ENSP00000227163	0	0	0	0	0	0.627	0	0.396	0.765
HDAC1	RARA	9606.ENSP00000362649	9606.ENSP00000254066	0	0	0	0	0	0.294	0	0.829	0.874
HDAC1	CREBBP	9606.ENSP00000362649	9606.ENSP00000262367	0	0	0	0	0.099	0.537	0.500	0.833	0.960
HDAC1	EP300	9606.ENSP00000362649	9606.ENSP00000263253	0	0	0	0	0.049	0.806	0.500	0.995	0.999
HDAC1	MECOM	9606.ENSP00000362649	9606.ENSP00000264674	0	0	0	0	0	0.633	0.900	0.222	0.968
HDAC1	LEF1	9606.ENSP00000362649	9606.ENSP00000265165	0	0	0	0	0.067	0.333	0.500	0.905	0.966
HDAC1	KAT6A	9606.ENSP00000362649	9606.ENSP00000265713	0	0	0	0	0.056	0.185	0.400	0.578	0.779
HDAC1	PML	9606.ENSP00000362649	9606.ENSP00000268058	0	0	0	0	0.074	0.785	0.400	0.290	0.903
HDAC1	CBFA2T3	9606.ENSP00000362649	9606.ENSP00000268679	0	0	0	0	0.055	0.510	0	0.767	0.882
HDAC1	CTBP1	9606.ENSP00000362649	9606.ENSP00000290921	0	0	0	0	0.067	0.837	0.800	0.994	0.999
HDAC1	TAL1	9606.ENSP00000362649	9606.ENSP00000294339	0	0	0	0	0	0.547	0	0.567	0.795
HDAC1	RUNX1	9606.ENSP00000362649	9606.ENSP00000300305	0	0	0	0	0.049	0.743	0.900	0.955	0.998
HDAC1	CEBPB	9606.ENSP00000362649	9606.ENSP00000305422	0	0	0	0	0.048	0.547	0	0.981	0.991
HDAC1	CTBP2	9606.ENSP00000362649	9606.ENSP00000311825	0	0	0	0	0.068	0.331	0.800	0.816	0.974
HDAC1	IKZF1	9606.ENSP00000362649	9606.ENSP00000331614	0	0	0	0	0.042	0.769	0	0.947	0.987
HDAC1	RUNX2	9606.ENSP00000362649	9606.ENSP00000360493	0	0	0	0	0	0.636	0	0.681	0.879
HDAC1	TCF12	9606.ENSP00000362649	9606.ENSP00000388940	0	0	0	0	0.049	0	0	0.702	0.705
HDAC1	GATA1	9606.ENSP00000362649	9606.ENSP00000365858	0	0	0	0	0.067	0.357	0.500	0.671	0.888
HDAC1	RUNX1T1	9606.ENSP00000362649	9606.ENSP00000402257	0	0	0	0	0.055	0.799	0	0.506	0.898
HDAC1	PRMT1	9606.ENSP00000362649	9606.ENSP00000406162	0	0	0	0	0.082	0.309	0.500	0.743	0.907
HDAC1	FOXP3	9606.ENSP00000362649	9606.ENSP00000365380	0	0	0	0	0	0.528	0	0.815	0.909
HDAC1	GATA3	9606.ENSP00000362649	9606.ENSP00000368632	0	0	0	0	0.071	0.745	0.500	0.336	0.911
HDAC1	CEBPA	9606.ENSP00000362649	9606.ENSP00000427514	0	0	0	0	0.048	0.636	0	0.838	0.939
HDAC1	HIF1A	9606.ENSP00000362649	9606.ENSP00000437955	0	0	0	0	0	0.790	0	0.926	0.983
HDAC1	SIN3A	9606.ENSP00000362649	9606.ENSP00000378402	0	0	0	0	0.265	0.996	0.800	0.998	0.999
HDAC1	HDAC2	9606.ENSP00000362649	9606.ENSP00000430432	0	0	0.049	0.983	0.101	0.994	0.900	0.982	0.999
HDAC2	CREBBP	9606.ENSP00000430432	9606.ENSP00000262367	0	0	0	0	0.057	0.537	0.500	0.735	0.934
HDAC2	TCF3	9606.ENSP00000430432	9606.ENSP00000262965	0	0	0	0	0.056	0	0	0.719	0.723
HDAC2	EP300	9606.ENSP00000430432	9606.ENSP00000263253	0	0	0	0	0.049	0.210	0.500	0.870	0.944
HDAC2	MECOM	9606.ENSP00000430432	9606.ENSP00000264674	0	0	0	0	0	0.239	0.900	0.151	0.929
HDAC2	KAT6A	9606.ENSP00000430432	9606.ENSP00000265713	0	0	0	0	0.058	0.185	0.400	0.518	0.748
HDAC2	PML	9606.ENSP00000430432	9606.ENSP00000268058	0	0	0	0	0.042	0.738	0.400	0.174	0.859
HDAC2	CBFA2T3	9606.ENSP00000430432	9606.ENSP00000268679	0	0	0	0	0.055	0.510	0	0.463	0.729
HDAC2	CTBP1	9606.ENSP00000430432	9606.ENSP00000290921	0	0	0	0	0.067	0.811	0.800	0.990	0.999
HDAC2	TAL1	9606.ENSP00000430432	9606.ENSP00000294339	0	0	0	0	0	0.540	0	0.523	0.771
HDAC2	RUNX1	9606.ENSP00000430432	9606.ENSP00000300305	0	0	0	0	0	0.525	0.900	0.691	0.984
HDAC2	CTBP2	9606.ENSP00000430432	9606.ENSP00000311825	0	0	0	0	0.056	0.509	0.800	0.815	0.980
HDAC2	IKZF1	9606.ENSP00000430432	9606.ENSP00000331614	0	0	0	0	0	0.644	0	0.805	0.928
HDAC2	HDAC1	9606.ENSP00000430432	9606.ENSP00000362649	0	0	0.049	0.983	0.101	0.994	0.900	0.982	0.999
HDAC2	GATA3	9606.ENSP00000430432	9606.ENSP00000368632	0	0	0	0	0.068	0.659	0	0.549	0.844
HDAC2	SIN3A	9606.ENSP00000430432	9606.ENSP00000378402	0	0	0	0	0.088	0.958	0.900	0.997	0.999
HDAC2	HIF1A	9606.ENSP00000430432	9606.ENSP00000437955	0	0	0	0	0.064	0.609	0	0.450	0.781
HIF1A	CREBBP	9606.ENSP00000437955	9606.ENSP00000262367	0	0	0	0	0.061	0.991	0.900	0.990	0.999
HIF1A	EP300	9606.ENSP00000437955	9606.ENSP00000263253	0	0	0	0	0.082	0.999	0.900	0.996	0.999
HIF1A	RUNX1	9606.ENSP00000437955	9606.ENSP00000300305	0	0	0	0	0	0.322	0	0.923	0.945
HIF1A	FOXO3	9606.ENSP00000437955	9606.ENSP00000339527	0	0	0	0	0.049	0.311	0.400	0.995	0.997
HIF1A	RUNX2	9606.ENSP00000437955	9606.ENSP00000360493	0	0	0	0	0.049	0.292	0	0.787	0.844
HIF1A	HDAC1	9606.ENSP00000437955	9606.ENSP00000362649	0	0	0	0	0	0.790	0	0.926	0.983
HIF1A	SRC	9606.ENSP00000437955	9606.ENSP00000362680	0	0	0	0	0	0.632	0	0.666	0.872
HIF1A	FOXP3	9606.ENSP00000437955	9606.ENSP00000365380	0	0	0	0	0	0	0	0.988	0.988
HIF1A	GATA3	9606.ENSP00000437955	9606.ENSP00000368632	0	0	0	0	0.050	0.292	0	0.609	0.714
HIF1A	CEBPA	9606.ENSP00000437955	9606.ENSP00000427514	0	0	0	0	0.067	0.469	0	0.677	0.826
HIF1A	HDAC2	9606.ENSP00000437955	9606.ENSP00000430432	0	0	0	0	0.064	0.609	0	0.450	0.781
IKZF1	SPI1	9606.ENSP00000331614	9606.ENSP00000227163	0	0	0	0	0.312	0	0	0.810	0.864
IKZF1	TCF3	9606.ENSP00000331614	9606.ENSP00000262965	0	0	0	0	0.074	0.066	0	0.690	0.708
IKZF1	LEF1	9606.ENSP00000331614	9606.ENSP00000265165	0	0	0	0	0.187	0.093	0	0.724	0.778
IKZF1	CTBP1	9606.ENSP00000331614	9606.ENSP00000290921	0	0	0	0	0	0.726	0	0.745	0.927
IKZF1	RUNX1	9606.ENSP00000331614	9606.ENSP00000300305	0	0	0	0	0.123	0.311	0	0.911	0.941
IKZF1	FOXP3	9606.ENSP00000331614	9606.ENSP00000365380	0	0	0	0	0.085	0.095	0	0.686	0.717
IKZF1	ETS1	9606.ENSP00000331614	9606.ENSP00000376436	0	0	0	0	0.158	0.058	0	0.700	0.741
IKZF1	GATA3	9606.ENSP00000331614	9606.ENSP00000368632	0	0	0	0	0.055	0.091	0	0.742	0.759
IKZF1	ETV6	9606.ENSP00000331614	9606.ENSP00000379658	0	0	0	0	0.076	0.068	0	0.827	0.838
IKZF1	RUNX3	9606.ENSP00000331614	9606.ENSP00000382800	0	0	0	0	0.228	0.311	0	0.832	0.903
IKZF1	HDAC2	9606.ENSP00000331614	9606.ENSP00000430432	0	0	0	0	0	0.644	0	0.805	0.928
IKZF1	GATA1	9606.ENSP00000331614	9606.ENSP00000365858	0	0	0	0	0.121	0.328	0	0.906	0.939
IKZF1	PAX5	9606.ENSP00000331614	9606.ENSP00000350844	0	0	0	0	0.137	0.047	0	0.949	0.954
IKZF1	SIN3A	9606.ENSP00000331614	9606.ENSP00000378402	0	0	0	0	0.047	0.648	0	0.920	0.971
IKZF1	HDAC1	9606.ENSP00000331614	9606.ENSP00000362649	0	0	0	0	0.042	0.769	0	0.947	0.987
IL3	CSF1R	9606.ENSP00000296870	9606.ENSP00000286301	0	0	0	0	0.051	0	0	0.838	0.839
IL3	PTPN11	9606.ENSP00000296870	9606.ENSP00000489597	0	0	0	0	0	0	0.500	0.433	0.704
IL3	RUNX1	9606.ENSP00000296870	9606.ENSP00000300305	0	0	0	0	0	0	0.900	0.742	0.973
IL3	CSF2	9606.ENSP00000296870	9606.ENSP00000296871	0	0	0	0	0.202	0	0.400	0.998	0.998
KAT6A	CREBBP	9606.ENSP00000265713	9606.ENSP00000262367	0	0	0	0	0.322	0.510	0	0.833	0.939
KAT6A	EP300	9606.ENSP00000265713	9606.ENSP00000263253	0	0	0	0	0.647	0.292	0.500	0.695	0.956
KAT6A	HDAC2	9606.ENSP00000265713	9606.ENSP00000430432	0	0	0	0	0.058	0.185	0.400	0.518	0.748
KAT6A	HDAC1	9606.ENSP00000265713	9606.ENSP00000362649	0	0	0	0	0.056	0.185	0.400	0.578	0.779
KAT6A	RUNX2	9606.ENSP00000265713	9606.ENSP00000360493	0	0	0	0	0.045	0.048	0	0.805	0.807
KAT6A	RUNX1	9606.ENSP00000265713	9606.ENSP00000300305	0	0	0	0	0.047	0.513	0	0.919	0.959
LDB1	LMO2	9606.ENSP00000501277	9606.ENSP00000257818	0	0	0	0	0	0.980	0.500	0.999	0.999
LDB1	TCF3	9606.ENSP00000501277	9606.ENSP00000262965	0	0	0	0	0.123	0.294	0.500	0.993	0.997
LDB1	LYL1	9606.ENSP00000501277	9606.ENSP00000264824	0	0	0	0	0.049	0.074	0	0.967	0.968
LDB1	CBFA2T3	9606.ENSP00000501277	9606.ENSP00000268679	0	0	0	0	0.061	0.516	0	0.982	0.991
LDB1	TAL1	9606.ENSP00000501277	9606.ENSP00000294339	0	0	0	0	0	0.922	0.800	0.995	0.999
LDB1	RUNX1	9606.ENSP00000501277	9606.ENSP00000300305	0	0	0	0	0	0.089	0.500	0.888	0.944
LDB1	GATA2	9606.ENSP00000501277	9606.ENSP00000345681	0	0	0	0	0.044	0.113	0.500	0.987	0.994
LDB1	GATA1	9606.ENSP00000501277	9606.ENSP00000365858	0	0	0	0	0.043	0.127	0.500	0.996	0.998
LDB1	GATA3	9606.ENSP00000501277	9606.ENSP00000368632	0	0	0	0	0.042	0.113	0.800	0.648	0.932
LDB1	TCF12	9606.ENSP00000501277	9606.ENSP00000388940	0	0	0	0	0.055	0.802	0.500	0.662	0.964
LDB1	CBFB	9606.ENSP00000501277	9606.ENSP00000415151	0	0	0	0	0	0	0.500	0.642	0.813
LEF1	CREBBP	9606.ENSP00000265165	9606.ENSP00000262367	0	0	0	0	0.045	0.125	0.900	0.594	0.961
LEF1	EP300	9606.ENSP00000265165	9606.ENSP00000263253	0	0	0	0	0	0.354	0.900	0.738	0.981
LEF1	PAX5	9606.ENSP00000265165	9606.ENSP00000350844	0	0	0	0	0.088	0.095	0	0.710	0.739
LEF1	CBFB	9606.ENSP00000265165	9606.ENSP00000415151	0	0	0	0	0.066	0	0	0.740	0.747
LEF1	ETS1	9606.ENSP00000265165	9606.ENSP00000376436	0	0	0	0	0.190	0	0	0.704	0.750
LEF1	IKZF1	9606.ENSP00000265165	9606.ENSP00000331614	0	0	0	0	0.187	0.093	0	0.724	0.778
LEF1	RUNX3	9606.ENSP00000265165	9606.ENSP00000382800	0	0	0	0	0.097	0	0.700	0.439	0.834
LEF1	RUNX2	9606.ENSP00000265165	9606.ENSP00000360493	0	0	0	0	0.122	0	0	0.823	0.838
LEF1	MYB	9606.ENSP00000265165	9606.ENSP00000339992	0	0	0	0	0.099	0.301	0.500	0.597	0.856
LEF1	CEBPA	9606.ENSP00000265165	9606.ENSP00000427514	0	0	0	0	0	0.107	0.500	0.716	0.862
LEF1	YAP1	9606.ENSP00000265165	9606.ENSP00000478927	0	0	0	0	0	0	0.800	0.415	0.878
LEF1	CTBP2	9606.ENSP00000265165	9606.ENSP00000311825	0	0	0	0	0	0	0.900	0.559	0.954
LEF1	CTBP1	9606.ENSP00000265165	9606.ENSP00000290921	0	0	0	0	0	0	0.900	0.627	0.961
LEF1	RUNX1	9606.ENSP00000265165	9606.ENSP00000300305	0	0	0	0	0.101	0	0.500	0.924	0.963
LEF1	HDAC1	9606.ENSP00000265165	9606.ENSP00000362649	0	0	0	0	0.067	0.333	0.500	0.905	0.966
LMO2	SPI1	9606.ENSP00000257818	9606.ENSP00000227163	0	0	0	0	0.211	0	0	0.698	0.751
LMO2	CBFA2T3	9606.ENSP00000257818	9606.ENSP00000268679	0	0	0	0	0.124	0.053	0	0.739	0.765
LMO2	MYB	9606.ENSP00000257818	9606.ENSP00000339992	0	0	0	0	0.049	0.044	0.500	0.674	0.832
LMO2	CBFB	9606.ENSP00000257818	9606.ENSP00000415151	0	0	0	0	0	0.070	0.500	0.746	0.871
LMO2	GATA3	9606.ENSP00000257818	9606.ENSP00000368632	0	0	0	0	0	0.329	0.500	0.646	0.871
LMO2	TCF12	9606.ENSP00000257818	9606.ENSP00000388940	0	0	0	0	0.042	0.902	0.500	0.586	0.978
LMO2	RUNX1	9606.ENSP00000257818	9606.ENSP00000300305	0	0	0	0	0	0	0.500	0.977	0.988
LMO2	TCF3	9606.ENSP00000257818	9606.ENSP00000262965	0	0	0	0	0	0.090	0.500	0.993	0.996
LMO2	GATA2	9606.ENSP00000257818	9606.ENSP00000345681	0	0	0	0	0	0.329	0.500	0.994	0.997
LMO2	LYL1	9606.ENSP00000257818	9606.ENSP00000264824	0	0	0	0	0.207	0.235	0	0.997	0.998
LMO2	LDB1	9606.ENSP00000257818	9606.ENSP00000501277	0	0	0	0	0	0.980	0.500	0.999	0.999
LMO2	GATA1	9606.ENSP00000257818	9606.ENSP00000365858	0	0	0	0	0.073	0.929	0.500	0.996	0.999
LMO2	TAL1	9606.ENSP00000257818	9606.ENSP00000294339	0	0	0	0	0.179	0.977	0.500	0.999	0.999
LYL1	LMO2	9606.ENSP00000264824	9606.ENSP00000257818	0	0	0	0	0.207	0.235	0	0.997	0.998
LYL1	TCF3	9606.ENSP00000264824	9606.ENSP00000262965	0	0	0	0	0.055	0.393	0.900	0.947	0.996
LYL1	EP300	9606.ENSP00000264824	9606.ENSP00000263253	0	0	0	0	0	0	0.800	0.382	0.871
LYL1	GATA1	9606.ENSP00000264824	9606.ENSP00000365858	0	0	0	0	0.272	0.064	0	0.721	0.793
LYL1	TAL1	9606.ENSP00000264824	9606.ENSP00000294339	0	0	0	0.799	0.181	0.292	0	0.692	0.805
LYL1	CBFA2T3	9606.ENSP00000264824	9606.ENSP00000268679	0	0	0	0	0.095	0.295	0	0.774	0.843
LYL1	GATA2	9606.ENSP00000264824	9606.ENSP00000345681	0	0	0	0	0.080	0.064	0	0.887	0.894
LYL1	RUNX1	9606.ENSP00000264824	9606.ENSP00000300305	0	0	0	0	0.062	0	0	0.896	0.898
LYL1	CBFB	9606.ENSP00000264824	9606.ENSP00000415151	0	0	0	0	0	0	0	0.921	0.921
LYL1	LDB1	9606.ENSP00000264824	9606.ENSP00000501277	0	0	0	0	0.049	0.074	0	0.967	0.968
MECOM	RUNX1T1	9606.ENSP00000264674	9606.ENSP00000402257	0	0	0	0	0.073	0.041	0	0.735	0.744
MECOM	HDAC2	9606.ENSP00000264674	9606.ENSP00000430432	0	0	0	0	0	0.239	0.900	0.151	0.929
MECOM	CTBP2	9606.ENSP00000264674	9606.ENSP00000311825	0	0	0	0	0.055	0.070	0.900	0.580	0.958
MECOM	HDAC1	9606.ENSP00000264674	9606.ENSP00000362649	0	0	0	0	0	0.633	0.900	0.222	0.968
MECOM	RUNX1	9606.ENSP00000264674	9606.ENSP00000300305	0	0	0	0	0.042	0.067	0.900	0.889	0.988
MECOM	CTBP1	9606.ENSP00000264674	9606.ENSP00000290921	0	0	0	0	0	0.726	0.900	0.816	0.994
MPO	RUNX1	9606.ENSP00000225275	9606.ENSP00000300305	0	0	0	0	0.061	0	0.900	0.486	0.947
MYB	SPI1	9606.ENSP00000339992	9606.ENSP00000227163	0	0	0	0	0	0	0.800	0.677	0.932
MYB	LMO2	9606.ENSP00000339992	9606.ENSP00000257818	0	0	0	0	0.049	0.044	0.500	0.674	0.832
MYB	CREBBP	9606.ENSP00000339992	9606.ENSP00000262367	0	0	0	0	0.059	0.984	0	0.954	0.999
MYB	EP300	9606.ENSP00000339992	9606.ENSP00000263253	0	0	0	0	0.059	0.828	0	0.981	0.996
MYB	LEF1	9606.ENSP00000339992	9606.ENSP00000265165	0	0	0	0	0.099	0.301	0.500	0.597	0.856
MYB	TAL1	9606.ENSP00000339992	9606.ENSP00000294339	0	0	0	0	0.042	0.292	0.800	0.516	0.925
MYB	RUNX1	9606.ENSP00000339992	9606.ENSP00000300305	0	0	0	0	0.064	0	0.800	0.690	0.936
MYB	CEBPB	9606.ENSP00000339992	9606.ENSP00000305422	0	0	0	0	0	0.893	0	0.823	0.980
MYB	CEBPA	9606.ENSP00000339992	9606.ENSP00000427514	0	0	0	0	0.042	0	0.500	0.480	0.729
MYB	PAX5	9606.ENSP00000339992	9606.ENSP00000350844	0	0	0	0	0.055	0.301	0	0.656	0.753
MYB	GATA3	9606.ENSP00000339992	9606.ENSP00000368632	0	0	0	0	0.104	0.297	0.500	0.461	0.807
MYB	FLI1	9606.ENSP00000339992	9606.ENSP00000433488	0	0	0	0	0	0	0.800	0.253	0.844
MYB	SIN3A	9606.ENSP00000339992	9606.ENSP00000378402	0	0	0	0	0.056	0.294	0.800	0.146	0.871
MYB	GATA1	9606.ENSP00000339992	9606.ENSP00000365858	0	0	0	0	0.139	0.048	0.500	0.806	0.910
MYB	GATA2	9606.ENSP00000339992	9606.ENSP00000345681	0	0	0	0	0.080	0.048	0.800	0.724	0.945
MYH11	RARA	9606.ENSP00000379616	9606.ENSP00000254066	0	0	0	0	0.077	0	0	0.719	0.729
MYH11	RUNX1	9606.ENSP00000379616	9606.ENSP00000300305	0	0	0	0	0.042	0	0	0.922	0.922
MYH11	RUNX1T1	9606.ENSP00000379616	9606.ENSP00000402257	0	0	0	0	0.110	0.048	0	0.798	0.814
MYH11	CBFB	9606.ENSP00000379616	9606.ENSP00000415151	0	0	0	0	0	0	0	0.978	0.978
PAX5	SPI1	9606.ENSP00000350844	9606.ENSP00000227163	0	0	0	0	0.104	0	0	0.804	0.817
PAX5	TCF3	9606.ENSP00000350844	9606.ENSP00000262965	0	0	0	0	0.042	0	0	0.856	0.856
PAX5	LEF1	9606.ENSP00000350844	9606.ENSP00000265165	0	0	0	0	0.088	0.095	0	0.710	0.739
PAX5	RUNX1	9606.ENSP00000350844	9606.ENSP00000300305	0	0	0	0	0	0.331	0.500	0.782	0.920
PAX5	IKZF1	9606.ENSP00000350844	9606.ENSP00000331614	0	0	0	0	0.137	0.047	0	0.949	0.954
PAX5	MYB	9606.ENSP00000350844	9606.ENSP00000339992	0	0	0	0	0.055	0.301	0	0.656	0.753
PAX5	ETV6	9606.ENSP00000350844	9606.ENSP00000379658	0	0	0	0	0	0	0	0.720	0.720
PAX5	GATA3	9606.ENSP00000350844	9606.ENSP00000368632	0	0	0	0	0.099	0	0	0.705	0.723
PAX5	ETS1	9606.ENSP00000350844	9606.ENSP00000376436	0	0	0	0	0.087	0.922	0	0.958	0.996
PML	SPI1	9606.ENSP00000268058	9606.ENSP00000227163	0	0	0	0	0.056	0.301	0.900	0.176	0.938
PML	RARA	9606.ENSP00000268058	9606.ENSP00000254066	0	0	0	0	0.056	0.837	0.900	0.904	0.998
PML	CREBBP	9606.ENSP00000268058	9606.ENSP00000262367	0	0	0	0	0.060	0.783	0	0.230	0.829
PML	EP300	9606.ENSP00000268058	9606.ENSP00000263253	0	0	0	0	0.060	0	0.800	0.276	0.852
PML	HDAC2	9606.ENSP00000268058	9606.ENSP00000430432	0	0	0	0	0.042	0.738	0.400	0.174	0.859
PML	HDAC1	9606.ENSP00000268058	9606.ENSP00000362649	0	0	0	0	0.074	0.785	0.400	0.290	0.903
PML	RUNX1	9606.ENSP00000268058	9606.ENSP00000300305	0	0	0	0	0.148	0.513	0.900	0.452	0.974
PRMT1	CREBBP	9606.ENSP00000406162	9606.ENSP00000262367	0	0	0	0	0.056	0.071	0	0.768	0.778
PRMT1	EP300	9606.ENSP00000406162	9606.ENSP00000263253	0	0	0	0	0.044	0.606	0.800	0.934	0.994
PRMT1	RUNX1	9606.ENSP00000406162	9606.ENSP00000300305	0	0	0	0	0	0.297	0.800	0.743	0.960
PRMT1	FOXO3	9606.ENSP00000406162	9606.ENSP00000339527	0	0	0	0	0	0.073	0.900	0.295	0.928
PRMT1	HDAC1	9606.ENSP00000406162	9606.ENSP00000362649	0	0	0	0	0.082	0.309	0.500	0.743	0.907
PRMT1	SRC	9606.ENSP00000406162	9606.ENSP00000362680	0	0	0	0	0.086	0.046	0	0.724	0.739
PRMT1	GATA1	9606.ENSP00000406162	9606.ENSP00000365858	0	0	0	0	0.045	0.078	0.500	0.505	0.753
PRMT1	SIN3A	9606.ENSP00000406162	9606.ENSP00000378402	0	0	0	0	0.056	0.069	0.500	0.553	0.777
PRMT1	CBFB	9606.ENSP00000406162	9606.ENSP00000415151	0	0	0	0	0.075	0	0.800	0.431	0.885
PTPN11	CSF1R	9606.ENSP00000489597	9606.ENSP00000286301	0	0	0	0	0.140	0.051	0.500	0.693	0.858
PTPN11	IL3	9606.ENSP00000489597	9606.ENSP00000296870	0	0	0	0	0	0	0.500	0.433	0.704
PTPN11	CSF2	9606.ENSP00000489597	9606.ENSP00000296871	0	0	0	0	0	0	0.500	0.447	0.711
PTPN11	RUNX1	9606.ENSP00000489597	9606.ENSP00000300305	0	0	0	0	0.070	0	0.900	0.611	0.960
PTPN11	SRC	9606.ENSP00000489597	9606.ENSP00000362680	0	0	0	0.556	0.103	0.538	0.800	0.980	0.998
RARA	SPI1	9606.ENSP00000254066	9606.ENSP00000227163	0	0	0	0	0.149	0.292	0.900	0.678	0.978
RARA	MYH11	9606.ENSP00000254066	9606.ENSP00000379616	0	0	0	0	0.077	0	0	0.719	0.729
RARA	GATA3	9606.ENSP00000254066	9606.ENSP00000368632	0	0	0	0	0	0.303	0	0.705	0.786
RARA	RUNX1T1	9606.ENSP00000254066	9606.ENSP00000402257	0	0	0	0	0	0.071	0	0.812	0.818
RARA	HDAC1	9606.ENSP00000254066	9606.ENSP00000362649	0	0	0	0	0	0.294	0	0.829	0.874
RARA	EP300	9606.ENSP00000254066	9606.ENSP00000263253	0	0	0	0	0.049	0.533	0	0.757	0.883
RARA	CREBBP	9606.ENSP00000254066	9606.ENSP00000262367	0	0	0	0	0.075	0.533	0	0.763	0.889
RARA	RUNX1	9606.ENSP00000254066	9606.ENSP00000300305	0	0	0	0	0.070	0.314	0	0.864	0.905
RARA	CEBPA	9606.ENSP00000254066	9606.ENSP00000427514	0	0	0	0	0.080	0.294	0.500	0.752	0.909
RARA	PML	9606.ENSP00000254066	9606.ENSP00000268058	0	0	0	0	0.056	0.837	0.900	0.904	0.998
RUNX1	TBX21	9606.ENSP00000300305	9606.ENSP00000177694	0	0	0	0	0.055	0.091	0.900	0.743	0.974
RUNX1	MPO	9606.ENSP00000300305	9606.ENSP00000225275	0	0	0	0	0.061	0	0.900	0.486	0.947
RUNX1	SPI1	9606.ENSP00000300305	9606.ENSP00000227163	0	0	0	0	0.064	0.292	0.900	0.913	0.993
RUNX1	RARA	9606.ENSP00000300305	9606.ENSP00000254066	0	0	0	0	0.070	0.314	0	0.864	0.905
RUNX1	LMO2	9606.ENSP00000300305	9606.ENSP00000257818	0	0	0	0	0	0	0.500	0.977	0.988
