"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1905952","GO:1905952","regulation of lipid localization","34/1799","143/15025",5.90532301270196e-05,0.00634552028161171,0.00532904022630575,"NR1H3/MSR1/SCARB1/EDN1/TREM2/NFKBIA/PLTP/EHD1/IL1A/PLA2G4A/KDM5B/SPP1/CRY2/FABP3/IL1B/C3/APOE/APOC1/NR1H2/AGT/EPRS1/THBS1/PLIN2/PTGES/DBI/ZC3H12A/NKX3-1/ARV1/PTPN2/LPL/PNPLA2/IRS2/ACSL5/PLIN5",34
"GO:0050673","GO:0050673","epithelial cell proliferation","71/1799","377/15025",6.35455455937924e-05,0.00634552028161171,0.00532904022630575,"PAX6/IGF1/FGFR2/TGFBR3/CDC42/SCARB1/RAP1GAP/B4GALT1/ESR1/NRP1/HIF1A/PPP1R16B/HOXA5/TGFBR1/LIPA/AREG/CCND1/CDKN1B/VEGFA/SPARC/HES1/KDM5B/NRP2/TNFAIP3/NR4A1/EREG/ID1/NR1D1/ZFP36/DLL4/CDKN1C/APOE/ATP5IF1/CDK4/THBS1/ACVRL1/CDH13/ECM1/DUSP10/COL8A1/NODAL/MMP14/SGPP2/PYGO2/PROK2/AGGF1/VSTM4/JCAD/FRS2/SMAD3/NKX3-1/NOD2/CTNNB1/LRG1/CEBPB/EGFL7/PTPRM/VEGFB/SFN/NUPR1/JUN/EGR3/EPGN/ZNF703/ZFP36L1/IRS2/C5AR1/SYNJ2BP/NME1/NEAT1/UHRF1",71
"GO:0006260","GO:0006260","DNA replication","56/1799","279/15025",6.37124000056767e-05,0.00634552028161171,0.00532904022630575,"RECQL/POLQ/MCM2/MCM6/ZMPSTE24/ORC6/CDC6/BRPF3/GINS1/SAMHD1/METTL4/NFAT5/DNAJA3/MCM4/RNASEH2A/DNAJC2/TNFAIP1/TIMELESS/ING4/FBXO5/MCM3/GMNN/PPP2CA/BCL6/RBBP6/EREG/MCM8/E2F8/RPA1/PCNA/ACTL6A/BCAR3/ACVRL1/PARP1/CCNA2/OBI1/PTMS/RFC4/DDX21/FAM111A/PCLAF/RRM1/CDT1/FEN1/CDK1/ESCO2/RRM2/SLFN11/CCNE2/RMI1/GINS3/TRAIP/TSPYL2/FAM111B/MCMBP/TOP1",56
"GO:1902969","GO:1902969","mitotic DNA replication","8/1799","14/15025",6.40389847627353e-05,0.00634552028161171,0.00532904022630575,"MCM2/MCM6/ZMPSTE24/GINS1/MCM4/MCM3/BCL6/GINS3",8
"GO:0001890","GO:0001890","placenta development","32/1799","132/15025",6.46093010089666e-05,0.00634552028161171,0.00532904022630575,"CASP8/FGFR2/PTGS2/HSD17B2/HIF1A/BMP7/ITGB8/CDKN1B/HES1/BIRC6/SPP1/LHX4/LIF/E2F8/SOD1/PLK4/PARP1/ADM/NODAL/TPPP3/HEY1/CTSB/PRDX3/JUNB/CEBPB/SP3/FOSL1/SETD2/PHLDA2/SOCS3/ZFP36L1/WNT7B",32
"GO:0001525","GO:0001525","angiogenesis","84/1799","465/15025",6.65313993240939e-05,0.00641140918153185,0.0053843744751236,"THSD7A/ABCC8/STAB1/CASP8/FGFR2/ROCK1/JMJD6/PTGS2/MCAM/EDN1/B4GALT1/MMP2/NRP1/HIF1A/PPP1R16B/KLF5/ITGB8/HOXA5/HSPB1/TGFBR1/VEGFA/SPARC/IL1A/NRP2/TNFAIP3/GNA13/PTK2B/CCR2/CXCR4/NR4A1/PTGIS/EREG/IL1B/C3/ID1/KLF2/DLL4/E2F8/ATP5IF1/CHI3L1/BTG1/AGT/GPNMB/KLF4/THBS1/EMILIN1/ENPEP/ACVRL1/CDH13/ECM1/RHOB/COL8A1/PLK2/ADM/ADAM8/NODAL/MMP14/ACE/PROK2/ZC3H12A/AGGF1/HEY1/CYBB/VSTM4/JCAD/SPRED1/MAPK7/CTNNB1/MECP2/CXCL8/LRG1/EIF2AK3/EGFL7/PTPRM/VEGFB/JUN/EGR3/SETD2/EPGN/HGS/C5AR1/ADGRG1/SYNJ2BP/PIK3R6",84
"GO:1902532","GO:1902532","negative regulation of intracellular signal transduction","85/1799","474/15025",7.86486298246e-05,0.00721819647056884,0.0060619236320949,"PLAUR/CASP8/PTGS2/FBLN1/CYLD/PEBP1/ESR1/TREM2/TIMP3/PPM1A/HIF1A/MMP9/BMP7/RIOK3/HSPB1/PPIF/TNFAIP1/PDE10A/PDE4D/PPP2CA/BCL6/PLEK/ARHGEF2/RGS2/STMN1/TNFAIP3/UBE2B/DUSP1/ADRA1A/OPTN/STAMBP/OPRL1/IL1B/NR1D1/LIF/CDKN2D/APOE/AGT/SORL1/THBS1/UACA/EMILIN1/SLC24A4/MCL1/DUSP10/RASA1/TNIP1/TBC1D7/FOXO1/UCHL1/RABGEF1/DYRK1A/PINK1/SHANK2/NLRP3/ATF3/ZC3H12A/SPRY1/CARD19/DDIAS/SPRED1/MAPK7/PHB1/CDT1/PBK/DDIT4/BCL2/RELA/DDIT3/PTPN2/RNF152/GBA1/PER1/HAPSTR1/ADGRG3/DUSP8/MUC1/AIDA/NF2/MAGI2/LRRK2/SRC/SYNJ2BP/DDX3X/CASTOR3P",85
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","53/1799","262/15025",7.99519548786846e-05,0.00722315942357116,0.00606609157656862,"IGF1/RB1CC1/DGAT2/ZMPSTE24/B4GALT1/MIOX/EP300/PCK2/HAS1/PRKAG2/PLEK/PLA2G4A/ACADM/GOT1/PTK2B/CD244/NR1D1/ENOSF1/PER2/COQ3/IDH1/SCARB2/GABARAPL1/PMAIP1/SIK1/ABHD10/FOXO1/RANBP2/HS2ST1/GALK2/B3GNT7/AGL/BPNT1/PHKG1/MIDN/DDIT4/MECP2/UGP2/CSGALNACT2/PFKFB3/RBKS/COQ2/PPP1R3B/PTPN2/NUPR1/PHLDA2/IDH2/PPP1R2/IRS2/USP7/SRC/RPE/SLC35B4",53
"GO:0048511","GO:0048511","rhythmic process","54/1799","269/15025",8.50947188159863e-05,0.00756950252606205,0.00635695445988899,"CREBBP/NR1H3/NFKB2/MMP2/ESR1/EP300/HNF4A/RELB/NAMPT/AHR/PTGDS/DDX5/NAGLU/MAPK10/TIMELESS/OPRM1/NUDT12/SFPQ/KDM5B/FOXO3/EGR1/CRY2/INHBA/BHLHE41/EREG/OPRL1/ID1/NR1D1/ATF4/JUND/TOP2A/PER2/PCNA/SIK1/PARP1/PAM/NTRK2/NOCT/SUV39H2/KLF10/DYRK1A/PROK2/PTX3/NFIL3/CDK1/KDM2A/A2M/TYMS/PER1/EGR3/NRIP1/USP7/SRC/TOP1",54
"GO:0044706","GO:0044706","multi-multicellular organism process","40/1799","183/15025",0.000104381711463088,0.00900798590566527,0.00756500919056125,"FKBP4/ABCC8/PTGS2/FBLN1/EDN1/OVGP1/B4GALT1/MMP2/ESR1/MMP9/VEGFA/IGFBP2/RGS2/SPP1/IL1B/FOSB/APOL2/LIF/RARA/H3-3B/AGT/SOD1/PARP1/PAM/ADM/NODAL/ACE/TPPP3/CTSB/PRDX3/FOS/PSG6/JUNB/BCL2/SP3/UCP2/FOSL1/THBD/PAPPA/PSG4",40
"GO:0031099","GO:0031099","regeneration","37/1799","165/15025",0.000107188064199324,0.00909331107822775,0.00763666624257944,"IFRD1/CD9/IGF1/TGFBR3/MMP2/AURKA/SRSF5/PRPS2/KLF5/SLC7A5/PTPRS/CCND1/CD81/CDKN1B/TNR/SPP1/FLT3/CDKN1A/PCNA/PTGFRN/KLF4/PNPT1/MAPK8IP3/DUSP10/CCNA2/BIN3/ADM/ACE/NDEL1/CDK1/TMEM182/BCL2/CEBPB/UCP2/TYMS/ULK1/JUN",37
"GO:0030261","GO:0030261","chromosome condensation","15/1799","44/15025",0.000108515818816623,0.00909331107822775,0.00763666624257944,"NCAPD2/AKAP8/NCAPG/TENT4A/NCAPH/TOP2A/H3-3B/SMC2/NUSAP1/CDCA5/NCAPG2/AIFM1/PLK1/CDK1/H1-10",15
