"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060284","GO:0060284","regulation of cell development","51/915","442/15025",7.92955100127602e-06,0.000579046680111774,0.000444304180999587,"ABCC8/IFRD1/PAX6/IGF1/SPEN/ROCK1/CDC42/FBLN1/SMARCD3/SEMA5B/HIF1A/BMP7/SLC7A5/PTPRS/NEURL1/NEDD9/OPRM1/VEGFA/HES1/IL1A/TNR/CXCR4/IL1B/ID1/NR1D1/LIF/DLL4/PER2/SORL1/PARP6/DUSP10/NTRK2/TRIM11/NODAL/NPR2/MELTF/HEY1/NDEL1/CTNNB1/MECP2/TRIB1/CLCF1/ULK1/PLCB1/RFLNB/LRRK2/RELN/SMURF1/OLIG2/S1PR3/PLXNA4",51
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","11/915","37/15025",7.94380589429629e-06,0.000579046680111774,0.000444304180999587,"PTGS2/EDN1/PTK2B/IL1B/KLF2/TICAM1/AGT/KLF4/PTX3/SMAD3/HBB",11
"GO:0070555","GO:0070555","response to interleukin-1","21/915","118/15025",8.03766357587193e-06,0.000579046680111774,0.000444304180999587,"EDN1/HIF1A/RIPK2/HES1/EGR1/PTGIS/ZBP1/IL1B/NR1D1/KLF2/ZC3H12A/NKX3-1/CXCL8/CEBPB/RELA/TRAF6/MTHFR/PLCB1/IRAK1/SRC/CCL3L3",21
"GO:0071216","GO:0071216","cellular response to biotic stimulus","31/915","219/15025",9.71968134678944e-06,0.000672213161943958,0.000515791090136293,"CXCL2/NFKBIA/SLC7A5/RIPK2/AKAP8/IL1A/TNFAIP3/IL1B/NR1D1/TICAM1/ZFP36/RARA/BCL10/TNIP1/BCL2L11/PPP1R15B/NLRP3/ZC3H12A/NOD2/CXCL8/EIF2AK3/CEBPB/RELA/TRIB1/TRAF6/DDIT3/IRAK1/PDE4B/CD55/ARID5A/SRC",31
"GO:0071347","GO:0071347","cellular response to interleukin-1","18/915","93/15025",1.06478561161249e-05,0.000681078879161051,0.000522593780424327,"EDN1/HIF1A/HES1/EGR1/PTGIS/ZBP1/IL1B/NR1D1/KLF2/ZC3H12A/NKX3-1/CXCL8/CEBPB/RELA/TRAF6/PLCB1/IRAK1/CCL3L3",18
"GO:0050867","GO:0050867","positive regulation of cell activation","45/915","376/15025",1.06772707078858e-05,0.000681078879161051,0.000522593780424327,"IGF1/GAB2/SMARCD3/BLOC1S6/RIPK2/JAK3/VSIR/MAP3K8/ZBTB16/CD83/BCL6/HES1/IL1A/PLEK/FOXO3/CDKN1A/SOX4/IL1B/TNFSF9/TICAM1/JUND/RARA/THBS1/BCL10/DUSP10/NFKBIZ/ADAM8/CD1D/ICOSLG/NLRP3/AP1G1/NOD2/NFKBID/CCDC88B/TRAF6/CLCF1/EGR3/IRS2/LILRA5/LRRK2/CD55/SRC/PELI1/AGER/CRLF2",45
"GO:0016049","GO:0016049","cell growth","51/915","447/15025",1.08584379859087e-05,0.000681078879161051,0.000522593780424327,"IFRD1/CDK11A/EXTL3/IGF1/RASGRP2/CDC42/EDN1/SEMA5B/WNT11/HNF4A/ADNP2/PTPRS/CDKN1B/VEGFA/HBEGF/PPP2CA/BCL6/TNR/RGS2/SGK1/PTK2B/ADRA1A/CXCR4/CDKN1A/CDKN2D/H3-3B/BTG1/AGT/MYOCD/BIN3/C9orf72/ING1/S100A9/RICTOR/NDEL1/SMAD3/KMT2D/CTNNB1/SFN/RIMS2/MEX3C/ULK1/ARIH2/SERTAD2/TSPYL2/NLGN3/DACT3/SMURF1/MUC12/DDX3X/PLXNA4",51
"GO:0061614","GO:0061614","miRNA transcription","14/915","60/15025",1.08983125063365e-05,0.000681078879161051,0.000522593780424327,"HIF1A/KLF5/DDX5/FOXO3/EGR1/NR1H2/RARA/KLF4/MYOCD/SMAD3/FOS/RELA/FOSL1/JUN",14
"GO:0071243","GO:0071243","cellular response to arsenic-containing substance","8/915","20/15025",1.19704898502795e-05,0.000721987568062787,0.000553983134931539,"MKNK2/PPIF/ATF4/HNRNPA1/ATF3/ZC3H12A/ZFAND2A/DDX3X",8
"GO:0009612","GO:0009612","response to mechanical stimulus","28/915","191/15025",1.33847127471859e-05,0.000788937557041514,0.00060535405379318,"ATP1A2/CASP8/CNN2/PTGS2/EDN1/WNT11/WHRN/NFKBIA/NRXN2/PTK2B/CXCR4/PHF24/IRF1/IL1B/FOSB/JUND/AGT/THBS1/BCL10/ADGRV1/CTNNB1/FOS/RELA/FOSL1/JUN/SRC/HTT/STRC",28
"GO:0042110","GO:0042110","T cell activation","54/915","492/15025",1.83043417603626e-05,0.0010320067468587,0.000791861741372208,"IGF1/CASP8/BCL3/JMJD6/SMARCD3/ELF4/RIPK2/RELB/JAK3/LFNG/VSIR/MAP3K8/ZBTB16/CD83/BCL6/HES1/IL1A/FOXO3/EGR1/SOX4/IRF1/IL1B/TNFSF9/DLL4/CRACR2A/PRR7/RARA/LRRC32/BCL10/DUSP10/NFKBIZ/ADAM8/CD1D/ICOSLG/IKZF3/NLRP3/ZC3H12A/SMAD3/NOD2/NFKBID/CTNNB1/CCDC88B/JUNB/CEBPB/SP3/CD7/TRAF6/PTPN2/EGR3/ZFP36L1/CD55/SRC/PELI1/AGER",54
"GO:0046209","GO:0046209","nitric oxide metabolic process","15/915","71/15025",1.92448541972245e-05,0.00106194743320217,0.000814835316010144,"CPS1/PTGS2/EDN1/PTK2B/PTGIS/IL1B/KLF2/TICAM1/GCH1/AGT/KLF4/PTX3/ZC3H12A/SMAD3/HBB",15
"GO:0010469","GO:0010469","regulation of signaling receptor activity","22/915","135/15025",2.10819019318958e-05,0.00115107184548151,0.000883220733567845,"GPRC5A/EDN1/HIF1A/NEURL1/AREG/OPRM1/HBEGF/PDE4D/PTK2B/EREG/SLC24A4/MINK1/MUC4/DLGAP1/CNIH2/PHLDA2/EPGN/RELN/NLGN3/SRC/DLGAP2/SHISA9",22
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","15/915","72/15025",2.29596197743857e-05,0.00122774791515194,0.000942054502083041,"CPS1/PTGS2/EDN1/PTK2B/PTGIS/IL1B/KLF2/TICAM1/GCH1/AGT/KLF4/PTX3/ZC3H12A/SMAD3/HBB",15
"GO:0050870","GO:0050870","positive regulation of T cell activation","31/915","229/15025",2.39333391675325e-05,0.00125396192183829,0.000962168584714944,"IGF1/SMARCD3/RIPK2/JAK3/VSIR/MAP3K8/ZBTB16/CD83/BCL6/HES1/IL1A/FOXO3/SOX4/IL1B/TNFSF9/RARA/BCL10/DUSP10/NFKBIZ/ADAM8/CD1D/ICOSLG/NLRP3/NOD2/NFKBID/CCDC88B/TRAF6/EGR3/CD55/SRC/AGER",31
"GO:0009914","GO:0009914","hormone transport","34/915","263/15025",2.62076752008972e-05,0.00132573179624024,0.00101723781550726,"ABCC8/CASR/EDN1/OSM/HIF1A/HNF4A/SLC7A5/STX1A/KDM5B/CRY2/SOX4/IL1B/FFAR2/FFAR1/NR1D1/LIF/PER2/SNAP25/AGT/ILDR1/ADM/FOXO1/KCNB1/CCDC186/NKX3-1/MIDN/RIMS2/HCAR2/FFAR3/IRS2/PCLO/PIM3/RAB44/DOC2B",34
"GO:0071559","GO:0071559","response to transforming growth factor beta","32/915","241/15025",2.63255012555898e-05,0.00132573179624024,0.00101723781550726,"CREBBP/ARID4A/ARID4B/FGFR2/ROCK1/TGFBR3/EDN1/PXN/EP300/PPM1A/MXRA5/ITGB8/ONECUT2/ID1/CDKN1C/USP15/LRRC32/THBS1/MYOCD/LATS2/ING1/NODAL/SPRY1/MAPK7/SMAD3/FOS/LRG1/JUN/ZNF703/ZFP36L1/SRC/SMURF1",32
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","22/915","137/15025",2.66807556478171e-05,0.00133070268793488,0.00102105199498377,"CASR/PTGS2/EDN1/HIF1A/BMP7/CDKN1B/VEGFA/CPEB4/FOXO3/EGR1/PTGIS/ATF4/JUND/PMAIP1/ADAM8/NKX3-1/FOS/PLK3/IRAK1/ZFP36L1/SRC/MALAT1",22
"GO:0032922","GO:0032922","circadian regulation of gene expression","14/915","65/15025",2.88273046567094e-05,0.00140937636871053,0.00108141853623827,"RELB/NAMPT/AHR/EGR1/CRY2/ID1/NR1D1/ATF4/PER2/NOCT/KDM2A/PER1/NRIP1/TOP1",14
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","21/915","128/15025",2.90733124064057e-05,0.00140937636871053,0.00108141853623827,"PAX6/ROCK1/BMP7/CDKN1B/VEGFA/HES1/IL1A/IL1B/ID1/ZFP36/LIF/BTG1/NODAL/SPRY1/CTNNB1/CEBPB/SFN/PLCB1/ZFP36L1/AJAP1/S1PR3",21
"GO:0031349","GO:0031349","positive regulation of defense response","34/915","266/15025",3.31900508274613e-05,0.00156274682126326,0.00119910012504873,"CREBBP/PTGS2/FCN1/OSM/EP300/NFKBIA/RIOK3/RIPK2/SFPQ/ZBP1/EREG/IL1B/FFAR2/AGT/NLRC5/NFKBIZ/TNIP1/ADAM8/GBP5/CD1D/NLRP3/S100A9/S100A12/AP1G1/NOD2/CEBPB/TRAF6/TBK1/IRF7/FFAR3/LILRA5/LRRK2/SRC/NEAT1",34
"GO:0086103","GO:0086103","G protein-coupled receptor signaling pathway involved in heart process","6/915","12/15025",3.3743521106899e-05,0.00156274682126326,0.00119910012504873,"CDC42/EDN1/PDE4D/RGS2/PDE4B/SRC",6
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","14/915","66/15025",3.45654009471039e-05,0.00158664367002326,0.00121743624574755,"PTGS2/EDN1/PTK2B/PTGIS/IL1B/KLF2/TICAM1/GCH1/AGT/KLF4/PTX3/ZC3H12A/SMAD3/HBB",14
"GO:0031400","GO:0031400","negative regulation of protein modification process","51/915","467/15025",3.55961274010521e-05,0.00161962379674787,0.00124274199172094,"PAX6/JARID2/MLXIPL/GPRC5A/ROCK1/FBLN1/PPP1R15A/GADD45B/BMP7/PPP1R16B/PRKAG2/SUPT6H/CDKN1B/PHF1/PDE4D/PPP2CA/KDM3A/RGS2/TNFAIP3/UBE2B/DUSP1/CRY2/CDKN1A/SOX4/IL1B/CDKN2D/CDKN1C/PRR7/PPP1R1B/PER2/AGT/SORL1/MYOCD/DUSP10/SPOPL/C9orf72/LATS2/RABGEF1/PPP1R15B/ZC3H12A/SPRY1/CTNNB1/DDIT4/RELA/TRIB1/PTPN2/SFN/JUN/SOCS3/LRRK2/USP17L2",51
"GO:0071398","GO:0071398","cellular response to fatty acid","9/915","29/15025",3.66162157248728e-05,0.0016515505301297,0.00126723946595647,"CPS1/DGAT2/EDN1/HES1/FFAR2/ZC3H12A/PLCB1/FFAR3/SRC",9
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","46/915","408/15025",3.92143563171323e-05,0.00172377005268615,0.00132265371306938,"CASP8/ZC3H15/EDN1/CXCL2/CYLD/OSM/HIF1A/NFKBIA/PLP2/RIPK2/LILRA1/LILRB5/JAK3/IL1A/TNFAIP3/FOXO3/CSF3R/EGR1/PTK2B/CXCR4/FLT3/ZBP1/EREG/IRF1/IL1B/NR1H2/OASL/DUOX2/NLRC5/RABGEF1/DCST1/IL31RA/CXCL8/RELA/TRAF6/PTPN2/CLCF1/PLCB1/TBK1/IRAK1/IFITM2/IRF7/LILRA5/SRC/CRLF2/CCL3L3",46
"GO:0007612","GO:0007612","learning","21/915","132/15025",4.6535447703881e-05,0.00194370188069456,0.00149140803646893,"ABCC8/ATP1A2/NRXN3/PTGS2/CIC/HIF1A/B3GAT1/NRXN2/TNR/PPP1R1B/SNAP25/AGT/NTRK2/SHANK2/MECP2/FOS/FOSL1/PLCB1/RELN/NLGN3/HTT",21
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","43/915","375/15025",4.68407046629689e-05,0.00194370188069456,0.00149140803646893,"SYN1/ATP1A2/CAMK2A/PTGS2/EDN1/PLAT/STX1A/NEURL1/MPP2/TNR/PTK2B/ADRA1A/PHF24/IL1B/ATF4/RARA/SNAP25/AGT/FLOT1/MCTP2/CACNA1A/PLK2/NTRK2/KCNB1/SHANK2/GRIK3/MECP2/DLGAP1/CNIH2/RIMS2/PLCB1/SYN3/CNR2/LRRK2/RELN/NLGN3/LAMA2/SRC/DLGAP2/AGER/VAMP2/SHISA9/GRIN2B",43
"GO:0051101","GO:0051101","regulation of DNA binding","19/915","113/15025",4.86740720906414e-05,0.00198797174751305,0.00152537643244687,"PAX6/PLAUR/IGF1/BCL3/EP300/NFKBIA/DOT1L/HES1/ID1/LIF/PER2/KLF4/MYOCD/HEY1/CTNNB1/TRAF6/DDIT3/JUN/AGER",19
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","46/915","413/15025",5.29085049942363e-05,0.00212741407290778,0.00163237092927954,"TENM1/IGF1/RB1CC1/CASR/FGFR2/ROCK1/CDC42/EDN1/GADD45B/OSM/RIPK2/OPRM1/VEGFA/IL1A/PTK2B/ADRA1A/FLT3/IL1B/LIF/CRACR2A/THBS1/MAPK8IP3/MINK1/PIK3R5/NTRK2/ADAM8/NODAL/NRG1/S100A12/ZC3H12A/JCAD/FRS2/NOD2/CTNNB1/TRAF6/JUN/EPGN/PLCB1/IRAK1/LILRA5/WNT7B/LRRK2/SRC/C5AR1/AGER/CCL3L3",46
"GO:0006836","GO:0006836","neurotransmitter transport","26/915","186/15025",6.16400171033432e-05,0.00235093212290472,0.00180387697111254,"SYN1/ATP1A2/CHAT/CAMK2A/STXBP2/RPH3A/BLOC1S6/STX1A/NRXN2/ADRA1A/SV2C/NR4A1/PER2/SNAP25/STX11/FLOT1/MCTP2/GABRA2/SYN2/RAB3B/RIMS2/SYN3/PCLO/LRRK2/VAMP2/DOC2B",26
"GO:0018205","GO:0018205","peptidyl-lysine modification","44/915","392/15025",6.38094707151854e-05,0.00241591039853771,0.00185373498866013,"CREBBP/KMT2E/PAX6/JARID2/ARID4A/ARID4B/KMT2C/JMJD6/BRPF3/SETD1A/RASD2/EP300/BRD1/DOT1L/STX1A/SUPT6H/PHF1/KANSL3/KDM3A/RLF/EPC1/EGR1/SOX4/LIF/LOXL1/USPL1/EPC2/SETD1B/MYOCD/CBX4/KDM6A/RANBP2/KAT6B/CRTC2/DDX21/KMT2D/CTNNB1/TET2/MECP2/RELA/PER1/SETD2/MUC1/ARID5A",44
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","10/915","38/15025",6.60186040685348e-05,0.00246358632592439,0.00189031686469618,"CYLD/GADD45B/VEGFA/DUSP1/IL1B/MINK1/DUSP10/ZC3H12A/PER1/AGER",10
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","26/915","187/15025",6.75468452363132e-05,0.0025026106160054,0.00192026031457519,"CREBBP/ARID4A/ARID4B/TGFBR3/PXN/EP300/PPM1A/ITGB8/ONECUT2/ID1/CDKN1C/USP15/LRRC32/THBS1/MYOCD/LATS2/ING1/NODAL/SPRY1/SMAD3/FOS/LRG1/JUN/ZNF703/SRC/SMURF1",26
"GO:0045598","GO:0045598","regulation of fat cell differentiation","19/915","116/15025",7.03926323818155e-05,0.00257131397298927,0.00197297659774384,"PTGS2/RUNX1T1/BMP7/KLF5/ZBTB16/HES1/NR1D1/ZFP36/JDP2/DUSP10/FOXO1/NOCT/ZC3H12A/SMAD3/CEBPB/DDIT3/MEX3C/METRNL/ZFP36L1",19
"GO:0034101","GO:0034101","erythrocyte homeostasis","20/915","127/15025",8.10391196651403e-05,0.00289057584592791,0.00221794714995047,"KMT2E/ARID4A/TGFBR3/JMJD6/RCOR1/BRD1/HIF1A/JAK3/HOXA5/RHAG/VEGFA/BCL6/FOXO3/THRA/KLF2/ZFP36/SP3/PTPN2/ZFP36L1/MPIG6B",20
"GO:0001558","GO:0001558","regulation of cell growth","43/915","384/15025",8.13618803750675e-05,0.00289057584592791,0.00221794714995047,"IFRD1/CDK11A/EXTL3/IGF1/RASGRP2/CDC42/EDN1/SEMA5B/WNT11/HNF4A/ADNP2/PTPRS/CDKN1B/VEGFA/HBEGF/PPP2CA/BCL6/TNR/RGS2/SGK1/PTK2B/CXCR4/CDKN1A/CDKN2D/H3-3B/BTG1/AGT/MYOCD/ING1/S100A9/RICTOR/NDEL1/SMAD3/SFN/RIMS2/ULK1/SERTAD2/TSPYL2/DACT3/SMURF1/MUC12/DDX3X/PLXNA4",43
"GO:0010573","GO:0010573","vascular endothelial growth factor production","9/915","32/15025",8.69151735517989e-05,0.00306686398104205,0.00235321354242286,"PTGS2/HIF1A/IL1A/IL1B/ATF4/NODAL/EIF2AK3/C5AR1/ADGRG1",9
"GO:0001889","GO:0001889","liver development","20/915","128/15025",9.06624173056463e-05,0.00315614737291535,0.00242172094547968,"JARID2/CPS1/RB1CC1/TGFBR3/UPB1/SRSF5/HNF4A/SLC7A5/HES1/TNFAIP3/ONECUT2/RARA/PNPT1/DNAAF1/NODAL/SMAD3/CEBPB/SP3/RELA/JUN",20
"GO:0007565","GO:0007565","female pregnancy","23/915","159/15025",9.4871297558214e-05,0.00321632300937553,0.00246789388419406,"ABCC8/PTGS2/FBLN1/OVGP1/VEGFA/RGS2/IL1B/FOSB/LIF/RARA/H3-3B/AGT/ADM/NODAL/TPPP3/FOS/PSG6/JUNB/SP3/FOSL1/THBD/PAPPA/PSG4",23
"GO:0001503","GO:0001503","ossification","40/915","351/15025",9.76506061107543e-05,0.00326783028320311,0.00250741556336001,"IGF1/CASR/FGFR2/ATP2B1/PTGS2/TP53INP2/WNT11/HIF1A/BMP7/DDX5/AREG/ZBTB16/MEF2D/PTK2B/SRGN/THRA/SBDS/ATF4/JUND/CHSY1/H3-3B/TOB1/NR1I3/NOCT/KLF10/NPR2/ADGRV1/DDX21/SMAD3/CTNNB1/MN1/JUNB/EIF2AK3/CEBPB/SP3/TRAF6/TMEM119/RFLNB/WNT7B/CEBPD",40
"GO:0042060","GO:0042060","wound healing","43/915","388/15025",0.000103107198299155,0.00338606726213869,0.00259813913694081,"ABCC8/PLAUR/IGF1/CNN2/DGKA/FGFR2/MCAM/FBLN1/EDN1/B4GALT1/HIF1A/HNF4A/BLOC1S6/PLAT/OPRM1/VEGFA/HBEGF/IL1A/PLEK/TNFAIP3/GNA13/CXCR4/CDKN1A/EREG/F2RL3/DGKB/THBS1/DUOX2/NRG1/SCUBE1/SMAD3/LRG1/JMJD1C/THBD/PRKG1/AJAP1/SRC/F5/MPIG6B/KRT6A/HBB/CHMP1B/CHMP4BP1",43
"GO:0033674","GO:0033674","positive regulation of kinase activity","47/915","438/15025",0.000109352273615555,0.00352304498909245,0.00270324254031,"CAMKK1/TENM1/GPRC5A/IGF1/FGFR2/CDC42/EDN1/WNT11/CCNK/PRKAG2/NEURL1/AREG/CDKN1B/NEDD9/VEGFA/HBEGF/PPP2CA/EGR1/PTK2B/ADRA1A/FLT3/CDKN1A/EREG/IL1B/AGT/THBS1/PIK3R5/BCL10/NTRK2/ADAM8/RANBP2/NRG1/S100A12/RICTOR/LMTK2/NOD2/MOB3A/TRAF6/EPGN/EPHA10/IRAK1/LILRA5/LRRK2/RELN/SRC/AGER/DDX3X",47
"GO:0030282","GO:0030282","bone mineralization","17/915","101/15025",0.000118145690134674,0.00369169695619611,0.00283264967913255,"IGF1/FGFR2/ATP2B1/PTGS2/WNT11/HIF1A/BMP7/PTK2B/SRGN/SBDS/ATF4/KLF10/ADGRV1/SMAD3/EIF2AK3/TMEM119/RFLNB",17
"GO:0000302","GO:0000302","response to reactive oxygen species","25/915","183/15025",0.000123296400628256,0.00379780385737049,0.00291406580920273,"EDN1/PXN/HIF1A/BMP7/PPIF/AREG/IL1A/TNFAIP3/FOXO3/PTK2B/KLF2/GCH1/KDM6B/RHOB/PPP1R15B/MAPK7/FOS/RELA/PLK3/FOSL1/JUN/LRRK2/SRC/HBA1/HBB",25
"GO:0044706","GO:0044706","multi-multicellular organism process","25/915","183/15025",0.000123296400628256,0.00379780385737049,0.00291406580920273,"ABCC8/PTGS2/FBLN1/EDN1/OVGP1/B4GALT1/VEGFA/RGS2/IL1B/FOSB/LIF/RARA/H3-3B/AGT/ADM/NODAL/TPPP3/FOS/PSG6/JUNB/SP3/FOSL1/THBD/PAPPA/PSG4",25
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","26/915","194/15025",0.000125222171589767,0.00381894218460661,0.00293028530841225,"SYN1/ATP1A2/CHAT/CAMK2A/STXBP2/RPH3A/BLOC1S6/STX1A/NRXN2/ADRA1A/NR4A1/PER2/SNAP25/AGTPBP1/STX11/FLOT1/MCTP2/GABRA2/SYN2/RAB3B/RIMS2/SYN3/PCLO/LRRK2/VAMP2/DOC2B",26
"GO:1903530","GO:1903530","regulation of secretion by cell","51/915","491/15025",0.000128994682194843,0.0038676035638419,0.00296762332448251,"ABCC8/SYN1/IGF1/GAB2/CASR/CAMK2A/STXBP2/EDN1/RPH3A/OSM/HIF1A/HNF4A/STX1A/EXPH5/OPRM1/IL1A/KDM5B/ADRA1A/CRY2/SOX4/IL1B/FFAR2/FFAR1/NR1D1/LIF/NR1H2/PER2/SNAP25/AGT/MCTP2/ILDR1/PTGES/FOXO1/ADAM8/RABGEF1/KCNB1/AP1G1/NKX3-1/MIDN/RAB3B/GRK2/RIMS2/HCAR2/HGS/FFAR3/IRS2/PCLO/LRRK2/PIM3/VAMP2/DOC2B",51
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","32/915","262/15025",0.000133787105571337,0.00397361893684202,0.00304896922472166,"IGF1/RB1CC1/DGAT2/B4GALT1/MIOX/EP300/HAS1/PRKAG2/PLEK/PTK2B/CD244/NR1D1/PER2/GABARAPL1/PMAIP1/SIK1/FOXO1/RANBP2/PHKG1/MIDN/DDIT4/MECP2/CSGALNACT2/PFKFB3/RBKS/PPP1R3B/PTPN2/PHLDA2/PPP1R2/IRS2/USP7/SRC",32
"GO:0062197","GO:0062197","cellular response to chemical stress","36/915","309/15025",0.000138086631413436,0.0040696327110312,0.00312264086946292,"PTGS2/EDN1/PXN/HIF1A/BMP7/ADNP2/NFAT5/RELB/PPIF/SFPQ/ARHGEF2/TNFAIP3/FOXO3/KLF2/ATF4/GCH1/KDM6B/PNPLA8/PNPT1/MCL1/RHOB/FOXO1/NR4A2/NLRP3/ZC3H12A/MAPK7/CTNNB1/FOS/EIF2AK3/RELA/DDIT3/JUN/ZFP36L1/LRRK2/SRC/DDX3X",36
"GO:0035296","GO:0035296","regulation of tube diameter","19/915","122/15025",0.000140884546727074,0.00410543901052433,0.00315011514591996,"ATP1A2/CPS1/CASR/ROCK1/ATP2B1/PTGS2/EDN1/RGS2/ECE1/ADRA1A/KLF2/GCH1/PER2/AGT/ADM/VSTM4/P2RY2/PRKG1/HBB",19
"GO:0097746","GO:0097746","blood vessel diameter maintenance","19/915","122/15025",0.000140884546727074,0.00410543901052433,0.00315011514591996,"ATP1A2/CPS1/CASR/ROCK1/ATP2B1/PTGS2/EDN1/RGS2/ECE1/ADRA1A/KLF2/GCH1/PER2/AGT/ADM/VSTM4/P2RY2/PRKG1/HBB",19
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","14/915","75/15025",0.000150166143435892,0.00430338003316007,0.00330199586118702,"SLC7A5/RIPK2/IL1B/FFAR2/TICAM1/BCL10/NLRP3/MAPKAPK2/DDX21/NOD2/TRAF6/FFAR3/CD55/ARID5A",14
"GO:0002367","GO:0002367","cytokine production involved in immune response","18/915","113/15025",0.000156134842964486,0.00443460808182703,0.00340268751989041,"SLC7A5/RIPK2/JAK3/BCL6/TREM1/IL1B/FFAR2/TICAM1/BCL10/RABGEF1/NLRP3/MAPKAPK2/DDX21/NOD2/TRAF6/FFAR3/CD55/ARID5A",18
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","37/915","323/15025",0.000158528027627358,0.00443520841291394,0.00340314815565789,"CREBBP/ARID4A/ARID4B/TGFBR3/PXN/TF/EP300/PPM1A/HNF4A/BMP7/ITGB8/DDX5/UBE2D3/HES1/ONECUT2/EGR1/ID1/CDKN1C/USP15/LRRC32/SORL1/THBS1/MYOCD/TOB1/LATS2/ABTB3/ING1/NODAL/SPRY1/SMAD3/FOS/LRG1/JUN/ZNF703/MAGI2/SRC/SMURF1",37
"GO:0198738","GO:0198738","cell-cell signaling by wnt","43/915","397/15025",0.000172478282584998,0.00468400445952035,0.00359405007690206,"HECW1/CCDC88C/ZRANB1/FGFR2/CDC42/EDN1/CYLD/WNT11/PPM1A/EMD/BCL7B/TLE4/OPRM1/PPP2CA/APC2/TNFAIP3/FOXO3/UBE2B/EGR1/SOX4/RNF138/KLF4/TLE3/RBMS3/LATS2/FOXO1/NR4A2/SMAD3/TMEM88/CTNNB1/DDIT3/HIC1/AMER3/ZNF703/MAGI2/WNT7B/LRRK2/SRC/DACT3/GRK6/SMURF1/ALPK2/DDX3X",43
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","25/915","187/15025",0.000174411477170075,0.00471183506292281,0.00361540457883801,"IGF1/DGAT2/B4GALT1/EP300/HAS1/PLEK/PTK2B/CD244/NR1D1/ATF4/FUT5/PER2/SIK1/FOXO1/RANBP2/CRTC2/ATF3/PHKG1/CSGALNACT2/B3GALT1/PPP1R3B/PTPN2/B3GALT5/IRS2/USP7",25
"GO:0042326","GO:0042326","negative regulation of phosphorylation","38/915","337/15025",0.000179946569950709,0.00481125184708417,0.0036916873629063,"PAX6/MLXIPL/GPRC5A/ROCK1/FBLN1/GADD45B/BMP7/PRKAG2/CDKN1B/PDE4D/PPP2CA/RGS2/TNFAIP3/DUSP1/CDKN1A/IL1B/CDKN2D/CDKN1C/PPP1R1B/AGT/SORL1/MYOCD/DUSP10/C9orf72/LATS2/RABGEF1/PPP1R15B/ZC3H12A/SPRY1/MIDN/DDIT4/TRIB1/PTPN2/SFN/JUN/SOCS3/IRS2/LRRK2",38
"GO:0031960","GO:0031960","response to corticosteroid","20/915","136/15025",0.000211781663864497,0.00552128458931707,0.00423649752563754,"CPS1/ATP2B1/PTGS2/EDN1/PLAT/AREG/SGK1/FOXO3/FLT3/FOSB/ZFP36/ADM/BCL2L11/DDIT4/FOS/FOSL1/PAPPA/ZFP36L1/WNT7B/SRC",20
"GO:0060562","GO:0060562","epithelial tube morphogenesis","34/915","292/15025",0.000211824876281877,0.00552128458931707,0.00423649752563754,"CASR/FGFR2/EDN1/WNT11/HIF1A/BMP7/LAMA1/HOXA5/AREG/VEGFA/HES1/KDM5B/GNA13/CXCR4/SOX4/GZF1/DLL4/RARA/AGT/SHROOM3/BCL10/RHOB/ADM/DNAAF1/NODAL/SPRY1/SMAD3/NKX3-1/CTNNB1/TRAF6/MTHFR/SETD2/SRC/BRD2",34
"GO:2000242","GO:2000242","negative regulation of reproductive process","12/915","60/15025",0.000224116002119409,0.00576683526578407,0.00442490926505121,"IGF1/OVGP1/BMP7/PLAT/CDKN1B/IL1A/UBE2B/DUSP1/LIF/NODAL/NPR2/NKX3-1",12
"GO:0110148","GO:0110148","biomineralization","21/915","147/15025",0.000224580821995061,0.00576683526578407,0.00442490926505121,"IGF1/FGFR2/ROCK1/ATP2B1/PTGS2/WNT11/HIF1A/BMP7/PTK2B/SRGN/SBDS/ATF4/SLC24A4/KLF10/ADGRV1/HEY1/SMAD3/EIF2AK3/CEBPB/TMEM119/RFLNB",21
