"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071216","GO:0071216","cellular response to biotic stimulus","41/1387","219/15025",8.8864510401329e-06,0.000803713940793659,0.00064773717331357,"TNFRSF1B/CXCL2/NFKBIA/SLC7A5/RIPK2/AKAP8/NFKB1/IL1A/TNFAIP3/IL1B/NR1D1/TICAM1/ZFP36/LILRB2/RARA/IRAK2/EDNRB/IL10/CXCL9/BCL10/TNIP1/BCL2L11/PPP1R15B/NLRP3/CXCL1/ZC3H12A/NOD2/CXCL8/EIF2AK3/CEBPB/RELA/TRIB1/TRAF6/DDIT3/IRAK1/PDE4B/NUGGC/CD55/ARID5A/SRC/LYN",41
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","63/1387","394/15025",1.04625998865451e-05,0.000881852544343851,0.000710711417782057,"CREBBP/MATR3/CASR/PTGS2/EDN1/FCN1/OSM/EP300/NFKBIA/RIOK3/RIPK2/PLAT/MDK/NEDD9/OPRM1/VEGFA/SFPQ/PTK2B/CXCR4/ZBP1/EREG/IL1B/FFAR2/NINJ1/OASL/USP15/AGT/THBS1/NLRC5/CDH13/NFKBIZ/TNIP1/ADAM8/GBP5/CD1D/USF1/NLRP3/S100A9/S100A12/RAET1E/NDEL1/AP1G1/SMAD3/NOD2/CXCL8/S1PR1/CEBPB/TRAF6/THBD/NLRP10/TBK1/CCR4/IRF7/FFAR3/PDE2A/LILRA5/LRRK2/SRC/C5AR1/AGER/USP17L2/NEAT1/LYN",63
"GO:0034101","GO:0034101","erythrocyte homeostasis","28/1387","127/15025",1.05496226077024e-05,0.000881852544343851,0.000710711417782057,"KMT2E/ARID4A/TGFBR3/JMJD6/RCOR1/HMOX1/BRD1/HIF1A/JAK3/HOXA5/SH2B3/RHAG/VEGFA/BCL6/FOXO3/THRA/KLF2/ZFP36/TRIM58/INPP5D/KLF13/SP3/PTPN2/ZFP36L1/L3MBTL3/MAFB/MPIG6B/LYN",28
"GO:0010469","GO:0010469","regulation of signaling receptor activity","29/1387","135/15025",1.25752912139543e-05,0.00100547654532443,0.000810343708432386,"MAPK8IP2/GPRC5A/CACNG5/EDN1/HIF1A/NEURL1/AREG/FBXW7/OPRM1/HBEGF/PDE4D/KLHL24/PTK2B/EREG/IL10/ESR2/SLC24A4/MINK1/MUC4/NCF1/DLGAP1/CNIH2/PHLDA2/EPGN/RELN/NLGN3/SRC/DLGAP2/SHISA9",29
"GO:0035051","GO:0035051","cardiocyte differentiation","27/1387","122/15025",1.40087410586779e-05,0.0010734197836212,0.000865101202220112,"IGF1/CTDP1/TGFBR3/CDC42/ACTN2/EDN1/BMP7/BVES/VEGFA/HES1/RGS2/ADRA1A/BMP2/RARA/KDM6B/AGT/MYOCD/SIK1/TENM4/SORBS2/TTN/NRG1/PDLIM5/SPRY1/FRS2/DLL1/ALPK2",27
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","29/1387","136/15025",1.45976785997878e-05,0.00109407207716295,0.000881745505077375,"BID/IGF1/RB1CC1/SP100/CYLD/HMOX1/MADD/IL1A/BIRC6/ARHGEF2/TNFAIP3/G0S2/IL1B/AGT/THBS1/PMAIP1/IL19/BCL10/MCL1/PHIP/ITPRIP/DEDD2/ATF3/MAPK7/RELA/SRC/HTT/DDX3X/SCRT2",29
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","43/1387","240/15025",1.69124298655182e-05,0.00119622917394954,0.000964076973710514,"PDK4/CASR/ATP2B1/HMOX1/MTMR3/PHEX/SLC7A5/PRKAG2/CPEB4/ELAPOR1/FOXO3/CDKN1A/ATG14/ATF4/HNRNPA1/GABARAPL1/MYOCD/WDR45B/PMAIP1/SIK1/UCN2/PLIN2/FOXO1/NR4A2/KLF10/WIPI2/KCNB1/USF1/ATF3/NUAK2/ZC3H12A/RICTOR/MIOS/MN1/FOS/EIF2AK3/FOSL1/RNF152/ULK1/NIM1K/LRRK2/FNIP1/LYN",43
"GO:0050867","GO:0050867","positive regulation of cell activation","60/1387","376/15025",1.79748053007606e-05,0.0012395875105537,0.000999020757768588,"CD38/IGF1/RUNX3/GAB2/SMARCD3/IL12RB1/BLOC1S6/RIPK2/RASAL3/JAK3/VSIR/MAP3K8/BST1/ZBTB16/MDK/CD83/PRLR/BCL6/HES1/IL1A/PLEK/FOXO3/CDKN1A/SOX4/IL1B/TNFSF9/TICAM1/JUND/LILRB2/RARA/IL15RA/IL10/THBS1/BCL10/DUSP10/NFKBIZ/ADAM8/CD1D/ICOSLG/NLRP3/DDR2/AP1G1/NOD2/NFKBID/CCDC88B/INPP5D/GPR183/TRAF6/CLCF1/EGR3/IRS2/LILRA5/LRRK2/CD55/ADA/SRC/PELI1/AGER/CRLF2/LYN",60
"GO:0001892","GO:0001892","embryonic placenta development","20/1387","78/15025",1.88148334034727e-05,0.00126649855771696,0.00102070917790875,"PRDM1/CASP8/FGFR2/HIF1A/BMP7/HES1/BIRC6/LIF/IL10/ADM/NODAL/HEY1/JUNB/CEBPB/SP3/SETD2/PHLDA2/SOCS3/ZFP36L1/WNT7B",20
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","13/1387","38/15025",1.99964952160455e-05,0.0012978901659638,0.00104600861662633,"CYLD/GADD45B/VEGFA/DUSP1/IL1B/BMP2/MINK1/DUSP10/NCF1/ZC3H12A/PER1/MAP3K3/AGER",13
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","57/1387","353/15025",2.04005406514522e-05,0.00130871840434955,0.00105473541874827,"ABCC8/PLAUR/IGF1/TNFRSF1B/EDN1/SEMA5B/CYLD/SEMA6A/RIN3/RIOK3/MEFV/PLAT/PTPRS/NFKB1/MDK/SH2B3/TNR/TNFAIP3/DUSP1/PTGIS/NR1D1/ZFP36/NR1H2/USP15/AOAH/IL10/KLF4/THBS1/NLRC5/DUSP10/PLK2/RABGEF1/USF1/NLRP3/DCST1/MAPK7/SMAD3/NOD2/SEMA6B/TRIB1/NR1D2/PTPN2/METRNL/THBD/RGMA/SOCS3/PRKG1/YTHDF3/SLIT1/CNR2/SEMA4A/AJAP1/ADA/PCBP2/SRC/SERPINB2/LYN",57
"GO:0050767","GO:0050767","regulation of neurogenesis","54/1387","329/15025",2.09856863917585e-05,0.00133078197498082,0.00107251711214504,"ABCC8/IFRD1/PAX6/RUFY3/TNFRSF1B/FSTL4/SPEN/SMARCD3/SEMA5B/ARHGAP4/SEMA6A/HIF1A/BMP7/SLC7A5/PTPRS/NEURL1/MDK/OPRM1/VEGFA/HES1/TNR/HOXB3/CXCR4/IL1B/BMP2/ID1/NR1D1/LIF/DLL4/GFAP/PER2/SORL1/PARP6/DUSP10/NTRK2/TENM4/TRIM11/SYNJ1/HEY1/NDEL1/SEMA6B/CTNNB1/MECP2/CLCF1/ULK1/IST1/SLIT1/RELN/SEMA4A/DLL1/SMURF1/OLIG2/PLXNA4/LYN",54
"GO:0001701","GO:0001701","in utero embryonic development","57/1387","354/15025",2.2185305505739e-05,0.00138352486925489,0.00111502419273111,"MATR3/IGF1/PRDM1/CASP8/FGFR2/XAB2/EDN1/YTHDC1/HSD17B2/UPB1/HIF1A/BMP7/ELL/ZFAND5/SUPT6H/VEGFA/HES1/BIRC6/SYF2/UBE2B/GNA13/RBBP6/BMP2/SBDS/KLF2/LIF/WDR74/DSC3/IL10/KLF4/ADM/LATS2/BCL2L11/ANGPT1/NODAL/SLC25A34/HEY1/COPS2/NDEL1/SMAD3/RPL13/CTNNB1/JUNB/CEBPB/SP3/TRAF6/FOSL1/SETD2/PHLDA2/TENT5C/SOCS3/ZFP36L1/WNT7B/ADA/MAFG/POU5F1/SCO2",57
"GO:0010508","GO:0010508","positive regulation of autophagy","29/1387","139/15025",2.25697368557079e-05,0.00138352486925489,0.00111502419273111,"RB1CC1/ROCK1/TP53INP2/ATG16L1/WAC/TOM1/HMOX1/HIF1A/MEFV/RIPK2/ATG2A/ELAPOR1/FOXO3/TICAM1/PLK2/C9orf72/FOXO1/BCL2L11/ZC3H12A/NOD2/PLK3/RNF152/ULK1/SNX18/TBK1/LRRK2/SUPT5H/HTT/TRIM13",29
"GO:0070542","GO:0070542","response to fatty acid","16/1387","55/15025",2.34499889569418e-05,0.00142168779203789,0.00114578083694763,"PDK4/CPS1/DGAT2/PTGS2/EDN1/PLAT/HES1/FOXO3/FFAR2/FFAR1/ILDR1/FOXO1/ZC3H12A/PLCB1/FFAR3/SRC",16
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","28/1387","133/15025",2.60995661087733e-05,0.0015651228937185,0.00126137948791142,"CYP46A1/PTGS2/CACNG5/CALB1/STX1A/MPP2/TNR/PTK2B/ADRA1A/LILRB2/GFAP/SNAP25/FLOT1/PLK2/NTRK2/SQSTM1/SHANK2/ADCY1/CACNB2/MECP2/RIMS2/CACNB4/RELN/NLGN3/LAMA2/AGER/VAMP2/GRIN2B",28
"GO:0051101","GO:0051101","regulation of DNA binding","25/1387","113/15025",2.89560264245823e-05,0.00168158313457285,0.00135523828938987,"PAX6/PLAUR/IGF1/SP100/BCL3/HMOX1/EP300/NFKBIA/DOT1L/FBXW7/HES1/ID1/LIF/PER2/KLF4/MYOCD/ZNF462/HEY1/CTNNB1/TRAF6/DDIT3/JUN/DAZAP2/H1-0/AGER",25
"GO:0045444","GO:0045444","fat cell differentiation","38/1387","207/15025",2.94781026004086e-05,0.00169406970881723,0.00136530159412419,"PTGS2/RUNX1T1/EP300/BMP7/KLF5/PPARGC1A/ZBTB16/HES1/RGS2/ARL4A/NR4A1/RREB1/BMP2/FFAR2/NR1D1/ZFP36/PER2/KLF4/JDP2/DUSP10/FOXO1/NOCT/NR4A2/ZC3H12A/NIPBL/SMAD3/LRG1/CEBPB/DDIT3/MEX3C/METRNL/PLCB1/ZFP36L1/LAMB3/MAFB/DIO2/CEBPD/SOD2",38
"GO:0042110","GO:0042110","T cell activation","73/1387","492/15025",3.04216860483519e-05,0.00171261675437508,0.00138024921448162,"BID/IGF1/RUNX3/TNFRSF1B/TNFRSF9/PRDM1/CASP8/BCL3/JMJD6/SMARCD3/IL12RB1/ELF4/RIPK2/RELB/RASAL3/JAK3/LFNG/VSIR/MAP3K8/ZBTB16/MDK/CD83/BCL6/HES1/IL1A/CD48/FOXO3/EGR1/PREX1/SOX4/IRF1/IL1B/TNFSF9/DLL4/CRACR2A/LILRB2/PRR7/RARA/IL10/LRRC32/BCL10/DUSP10/NFKBIZ/PIK3R1/ADAM8/CD1D/ICOSLG/IKZF3/NLRP3/ZC3H12A/SMAD3/NOD2/NFKBID/CTNNB1/CCDC88B/GPR183/JUNB/LGALS9C/CEBPB/SP3/CD7/TRAF6/PTPN2/EGR3/ZFP36L1/SEMA4A/CD55/ADA/SRC/PELI1/MAFB/AGER/LYN",73
"GO:0071243","GO:0071243","cellular response to arsenic-containing substance","9/1387","20/15025",3.1074577241191e-05,0.00173170144080455,0.00139563013574472,"MKNK2/HMOX1/PPIF/ATF4/HNRNPA1/ATF3/ZC3H12A/ZFAND2A/DDX3X",9
"GO:0030595","GO:0030595","leukocyte chemotaxis","37/1387","201/15025",3.50974768426885e-05,0.00187992990039915,0.0015150918976343,"EDN1/CXCL2/RIN3/BST1/MDK/NEDD9/VEGFA/PIKFYVE/CSF3R/DUSP1/PTK2B/CXCR4/PREX1/TREM1/IL1B/FFAR2/SBDS/NINJ1/EDNRB/IL10/THBS1/CXCL9/ITGA9/ADAM8/S100A9/S100A12/CXCL1/NOD2/CXCL8/GPR183/S1PR1/PDE4B/CNR2/HRH1/C5AR1/LYN/CCL3L3",37
"GO:0030282","GO:0030282","bone mineralization","23/1387","101/15025",3.67891824259099e-05,0.00191477282494099,0.00154317285568067,"IGF1/FGFR2/ATP2B1/PTGS2/WNT11/HIF1A/BMP7/PHEX/PTK2B/SRGN/BMP2/SBDS/ATF4/FBN2/KLF10/DDR2/ADGRV1/SMAD3/S1PR1/EIF2AK3/TMEM119/RFLNB/FZD9",23
"GO:0035296","GO:0035296","regulation of tube diameter","26/1387","122/15025",4.01433935322455e-05,0.00203184497355412,0.00163752481197687,"CD38/ATP1A2/CPS1/CASR/ROCK1/ATP2B1/PTGS2/EDN1/HRH2/RGS2/ECE1/ADRA1A/KLF2/GCH1/PER2/AGT/EDNRB/ADM/VSTM4/P2RY2/PRKG1/UTS2B/HRH1/AVPR1B/HBB/SOD2",26
"GO:0097746","GO:0097746","blood vessel diameter maintenance","26/1387","122/15025",4.01433935322455e-05,0.00203184497355412,0.00163752481197687,"CD38/ATP1A2/CPS1/CASR/ROCK1/ATP2B1/PTGS2/EDN1/HRH2/RGS2/ECE1/ADRA1A/KLF2/GCH1/PER2/AGT/EDNRB/ADM/VSTM4/P2RY2/PRKG1/UTS2B/HRH1/AVPR1B/HBB/SOD2",26
"GO:0061008","GO:0061008","hepaticobiliary system development","27/1387","130/15025",4.64116519163105e-05,0.00220740461416927,0.00177901359248466,"JARID2/CPS1/RB1CC1/TGFBR3/UPB1/HMOX1/SRSF5/HNF4A/SLC7A5/FBXW7/MDK/HES1/TNFAIP3/ONECUT2/RARA/IL10/PNPT1/DNAAF1/NODAL/NIPBL/SMAD3/CEBPB/SP3/RELA/JUN/ADA/SOD2",27
"GO:0016049","GO:0016049","cell growth","67/1387","447/15025",4.65226499481014e-05,0.00220740461416927,0.00177901359248466,"CD38/IFRD1/CDK11A/EXTL3/IGF1/RUFY3/FSTL4/CTDP1/RASGRP2/CDC42/EDN1/SEMA5B/WNT11/ARHGAP4/SEMA6A/HNF4A/ADNP2/PTPRS/CDKN1B/VEGFA/HBEGF/PPP2CA/BCL6/TNR/RGS2/SGK1/PTK2B/ADRA1A/CXCR4/CDKN1A/CDKN2D/H3-3B/BTG1/AGT/BLTP1/ESR2/MYOCD/BIN3/C9orf72/ING1/SORBS2/PDLIM5/S100A9/RICTOR/NDEL1/SMAD3/KMT2D/SERTAD3/SEMA6B/CTNNB1/SFN/RIMS2/MEX3C/ULK1/ARIH2/SERTAD2/IST1/TSPYL2/SLIT1/SEMA4A/NLGN3/DACT3/ITSN2/SMURF1/MUC12/DDX3X/PLXNA4",67
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","15/1387","52/15025",4.68128221601966e-05,0.00220740461416927,0.00177901359248466,"PTGS2/EDN1/PTK2B/PTGIS/IL1B/KLF2/TICAM1/AGT/IL10/KLF4/PTX3/ZC3H12A/SMAD3/HBB/SOD2",15
"GO:1901653","GO:1901653","cellular response to peptide","52/1387","324/15025",5.46992721816888e-05,0.00249401557542461,0.00201000196342282,"PDK4/IGF1/CPS1/CASR/ROCK1/CAMK2A/ATP2B1/ACTN2/EDN1/PXN/SRSF5/RIPK2/PLAT/JAK3/NFKB1/KLF3/GHR/ARHGEF2/FOXO3/NR4A1/IL1B/ID1/KLF2/MAS1/PTPRE/AGT/SORL1/CACNA1A/PIK3R1/PHIP/FOXO1/BCL2L11/NR4A2/ZDHHC7/USF1/DDR2/NDEL1/NOD2/FOS/KLF11/RELA/PTPN2/PLCB1/SOCS3/ZFP36L1/FFAR3/IRS2/SRC/AGER/GNRHR2/VAMP2/LYN",52
"GO:0070555","GO:0070555","response to interleukin-1","25/1387","118/15025",6.21005591147481e-05,0.00269770696563831,0.00217416296477991,"CD38/EDN1/HIF1A/RIPK2/NFKB1/GHR/HES1/EGR1/PTGIS/ZBP1/IL1B/NR1D1/KLF2/IRAK2/ZC3H12A/NKX3-1/CXCL8/CEBPB/RELA/TRAF6/MTHFR/PLCB1/IRAK1/SRC/CCL3L3",25
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","57/1387","369/15025",7.33217167577033e-05,0.00305162217668116,0.00245939384949891,"IGF1/RUNX3/ROCK1/STK10/SMARCD3/IL12RB1/BMP7/NFAT5/RIPK2/RASAL3/JAK3/VSIR/MAP3K8/ZBTB16/MDK/CD83/BCL6/HES1/IL1A/FOXO3/SOX4/IRF1/IL1B/TNFSF9/LILRB2/RARA/IL10/KLF4/LRRC32/BCL10/DUSP10/NFKBIZ/TNIP1/ADAM8/CD1D/ICOSLG/NLRP3/S100A9/ZC3H12A/NOD2/NFKBID/CCDC88B/LRG1/LGALS9C/CEBPB/RELA/TRAF6/PTPN2/EGR3/IRAK1/SELL/CD55/ADA/SRC/PELI1/AGER/LYN",57
"GO:0042692","GO:0042692","muscle cell differentiation","53/1387","336/15025",7.44714990515076e-05,0.00305162217668116,0.00245939384949891,"IFRD1/IGF1/CTDP1/FGFR2/ACTN2/EDN1/SMARCD3/LAMA1/KLF5/CEACAM5/CNTNAP1/SUPT6H/EHD1/BVES/VEGFA/HES1/RGS2/ADRA1A/EREG/BMP2/TNNT3/NFATC1/NINJ1/RARA/H3-3B/KDM6B/RBM38/AGT/EDNRB/FLOT1/CXCL9/MYOCD/SIK1/BIN3/ADM/SORBS2/TTN/NRG1/NPHS1/PDLIM5/HEY1/FRS2/CTNNB1/MECP2/TMEM182/CACNB4/TMEM119/LAMA2/DLL1/ALPK2/DMD/ERVW-1/SOD2",53
"GO:0045453","GO:0045453","bone resorption","15/1387","54/15025",7.57776880368456e-05,0.00305162217668116,0.00245939384949891,"CD38/PDK4/TF/TNFAIP3/PTK2B/IAPP/ADAM8/LRRK1/CTNNB1/INPP5D/S1PR1/TRAF6/TMEM119/SRC/PLEKHM1",15
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","15/1387","54/15025",7.57776880368456e-05,0.00305162217668116,0.00245939384949891,"PTGS2/EDN1/PTK2B/PTGIS/IL1B/KLF2/TICAM1/AGT/IL10/KLF4/PTX3/ZC3H12A/SMAD3/HBB/SOD2",15
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","31/1387","163/15025",7.83526045987712e-05,0.00313240086645957,0.00252449581865148,"CD38/GNA15/LRP6/EDN1/JAK3/GNA13/PTK2B/ADRA1A/IAPP/CXCR4/PTGER2/FFAR1/F2RL3/AGT/EDNRB/CACNA1A/ADM/CACNA1C/PTGIR/PROK2/CACNB2/S1PR1/FPR1/GPR35/P2RY8/CACNB4/CCR4/CD55/C5AR1/AVPR1B/S1PR3",31
"GO:0042326","GO:0042326","negative regulation of phosphorylation","53/1387","337/15025",8.06378356288973e-05,0.00317770670831876,0.0025610091556125,"PAX6/MLXIPL/GPRC5A/ROCK1/LRP6/FBLN1/GADD45B/BMP7/RASSF2/PRKAG2/SH2B3/CDKN1B/PDE4D/PPP2CA/RGS2/TNFAIP3/DUSP1/CDKN1A/IL1B/BMP2/ATG14/CDKN2D/AJUBA/CDKN1C/MAS1/PPP1R1B/AGT/SORL1/DUSP6/MYOCD/DUSP10/C9orf72/LATS2/ANGPT1/LRRK1/RABGEF1/SAMSN1/PPP1R15B/DDR2/ZC3H12A/SPRY1/MIDN/DDIT4/TRIB1/PTPN2/SFN/JUN/SOCS3/IRS2/SPRY4/LRRK2/DMD/LYN",53
"GO:0032943","GO:0032943","mononuclear cell proliferation","45/1387","272/15025",8.21257716339383e-05,0.00319391921876179,0.00257407530409353,"CD38/BID/IGF1/TNFRSF1B/TNFRSF9/IL12RB1/ELF4/RIPK2/RASAL3/JAK3/AHR/VSIR/BST1/PRLR/BCL6/HES1/IL1A/FLT3/CDKN1A/IRF1/IL1B/TNFSF9/TICAM1/LILRB2/IL10/LRRC32/CD1D/ICOSLG/IKZF3/CTNNB1/CCDC88B/INPP5D/GPR183/LGALS9C/CEBPB/TRAF6/CLCF1/TBK1/IRS2/CD55/ADA/PELI1/AGER/LYN/RASSF5",45
"GO:0010573","GO:0010573","vascular endothelial growth factor production","11/1387","32/15025",8.27700338775806e-05,0.00319391921876179,0.00257407530409353,"PTGS2/HIF1A/IL1A/IL1B/ATF4/NODAL/EIF2AK3/HPSE/CCBE1/C5AR1/ADGRG1",11
"GO:0006836","GO:0006836","neurotransmitter transport","34/1387","186/15025",8.27860156394663e-05,0.00319391921876179,0.00257407530409353,"SYN1/ATP1A2/CHAT/CAMK2A/STXBP2/RPH3A/BLOC1S6/GRIK5/STX1A/NRXN2/ADRA1A/SV2C/NR4A1/GFAP/PER2/SNAP25/STX11/FLOT1/MCTP2/GABRA2/PTPRN2/SYN2/SYNJ1/ADCY1/CACNB2/RAB3B/RIMS2/CHRM2/CACNB4/SYN3/PCLO/LRRK2/VAMP2/DOC2B",34
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","62/1387","413/15025",8.43828612016596e-05,0.00321806031154144,0.00259353133490762,"MAPK8IP2/TENM1/IGF1/RB1CC1/CASR/FGFR2/ROCK1/CDC42/EDN1/GADD45B/OSM/RASSF2/MID1/RIPK2/FBXW7/MADD/OPRM1/VEGFA/GHR/IL1A/PTK2B/ADRA1A/IAPP/FLT3/IL1B/BMP2/LIF/AJUBA/CRACR2A/THBS1/MAPK8IP3/MINK1/PIK3R5/NTRK2/ADAM8/ANGPT1/NODAL/NRG1/NCF1/DDR2/S100A12/ZC3H12A/JCAD/FRS2/NOD2/CTNNB1/GPR183/TRAF6/JUN/ERN1/EPGN/PLCB1/IRAK1/LILRA5/WNT7B/LRRK2/SRC/C5AR1/AVPR1B/MAP3K3/AGER/CCL3L3",62
"GO:0046850","GO:0046850","regulation of bone remodeling","13/1387","43/15025",8.71707421777573e-05,0.00329397934653895,0.0026547167625007,"CD38/PDK4/TF/SUCO/MDK/TNFAIP3/IAPP/ADAM8/INPP5D/S1PR1/TMEM119/SRC/PLEKHM1",13
"GO:0046651","GO:0046651","lymphocyte proliferation","44/1387","265/15025",9.00050396295078e-05,0.00337541486846324,0.00272034809238215,"CD38/BID/IGF1/TNFRSF1B/TNFRSF9/IL12RB1/ELF4/RIPK2/RASAL3/JAK3/AHR/VSIR/BST1/PRLR/BCL6/HES1/IL1A/FLT3/CDKN1A/IRF1/IL1B/TNFSF9/TICAM1/LILRB2/IL10/LRRC32/CD1D/ICOSLG/IKZF3/CTNNB1/CCDC88B/INPP5D/GPR183/LGALS9C/CEBPB/TRAF6/CLCF1/IRS2/CD55/ADA/PELI1/AGER/LYN/RASSF5",44
"GO:0023061","GO:0023061","signal release","62/1387","414/15025",9.05494653856369e-05,0.00337541486846324,0.00272034809238215,"CD38/ABCC8/SYN1/CASR/CAMK2A/PTGS2/STXBP2/EDN1/RPH3A/OSM/HIF1A/HNF4A/BLOC1S6/GRIK5/STX1A/NRXN2/OPRM1/IL1A/KDM5B/KLF7/ADRA1A/CRY2/NR4A1/SOX4/IL1B/FFAR2/FFAR1/NR1D1/LIF/PER2/SNAP25/STX11/AGT/EDNRB/MCTP2/ILDR1/PTGES/ADM/FOXO1/PTPRN2/SYN2/KCNB1/SYNJ1/ADCY1/CCDC186/CACNB2/NKX3-1/MIDN/RIMS2/CHRM2/CACNB4/HCAR2/SYN3/FFAR3/IRS2/PCLO/LRRK2/PIM3/VAMP2/LYN/RAB44/DOC2B",62
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","47/1387","290/15025",9.64189483942641e-05,0.0034996272255997,0.00282045455690701,"PLAUR/IGF1/RUNX3/SMARCD3/IL12RB1/BMP7/NFAT5/RIPK2/RASAL3/JAK3/VSIR/MAP3K8/ZBTB16/MDK/CD83/BCL6/HES1/IL1A/FOXO3/SOX4/IL1B/TNFSF9/LILRB2/RARA/IL10/FLOT1/BCL10/DUSP10/NFKBIZ/ADAM8/NODAL/CD1D/ICOSLG/NLRP3/NOD2/NFKBID/CCDC88B/RELA/TRAF6/EGR3/RNASE10/IRAK1/CD55/ADA/SRC/AGER/LYN",47
"GO:0045742","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","11/1387","33/15025",0.000113870588357976,0.00405305829658679,0.00326648125788856,"PLAUR/DGKD/NEURL1/AREG/FBXW7/HBEGF/EREG/AGT/NCF1/SHKBP1/EPGN",11
"GO:0046849","GO:0046849","bone remodeling","18/1387","75/15025",0.000123143745220474,0.00427285561246134,0.00344362250785356,"CD38/PDK4/TF/SUCO/RASSF2/MDK/TNFAIP3/PTK2B/IAPP/ADAM8/LRRK1/CTNNB1/INPP5D/S1PR1/TRAF6/TMEM119/SRC/PLEKHM1",18
"GO:0055007","GO:0055007","cardiac muscle cell differentiation","21/1387","95/15025",0.00012442087591234,0.00429018732755236,0.00345759065693238,"IGF1/CTDP1/ACTN2/EDN1/BVES/VEGFA/RGS2/ADRA1A/BMP2/RARA/KDM6B/AGT/MYOCD/SIK1/SORBS2/TTN/NRG1/PDLIM5/FRS2/DLL1/ALPK2",21
"GO:0003158","GO:0003158","endothelium development","24/1387","116/15025",0.000127808657811814,0.00437962959719116,0.00352967486496961,"ROCK1/PPP1R16B/VEGFA/PDE4D/CXCR4/IL1B/ID1/DLL4/KDM6B/BTG1/EDNRB/VEZF1/RHOB/NRG1/SCUBE1/HEY1/CTNNB1/ATOH8/S1PR1/HPSE/PLCB1/PDE2A/DLL1/S1PR3",24
"GO:0031058","GO:0031058","positive regulation of histone modification","21/1387","96/15025",0.000145631589115375,0.00486939077060318,0.00392438808563537,"KMT2E/JARID2/PHF20/KAT8/AKAP8/PPARGC1A/PHF1/VEGFA/BCL6/KANSL3/LIF/JDP2/SAP30BP/NIPBL/DDX21/CTNNB1/MECP2/TADA2B/MUC1/LRRK2/ARID5A",21
"GO:0050900","GO:0050900","leukocyte migration","53/1387","345/15025",0.000149455696891107,0.00495784418814256,0.00399567534810379,"CNN2/ROCK1/CDC42/STK10/EDN1/CXCL2/B4GALT1/HMOX1/RIN3/BST1/MDK/NEDD9/VEGFA/IL1A/PIKFYVE/CSF3R/DUSP1/PTK2B/CXCR4/PREX1/TREM1/IL1B/FFAR2/SBDS/NINJ1/ITGA7/EDNRB/MYO1G/IL10/THBS1/CXCL9/ITGA9/PIK3R1/ADAM8/RABGEF1/S100A9/S100A12/CXCL1/NOD2/CXCL8/GPR183/S1PR1/PLCB1/PDE4B/SELL/CNR2/HRH1/ADA/SRC/C5AR1/AGER/LYN/CCL3L3",53
"GO:0003298","GO:0003298","physiological muscle hypertrophy","8/1387","19/15025",0.000154202770301097,0.00495784418814256,0.00399567534810379,"IGF1/CTDP1/EDN1/RGS2/ADRA1A/AGT/SORBS2/PDLIM5",8
"GO:0003301","GO:0003301","physiological cardiac muscle hypertrophy","8/1387","19/15025",0.000154202770301097,0.00495784418814256,0.00399567534810379,"IGF1/CTDP1/EDN1/RGS2/ADRA1A/AGT/SORBS2/PDLIM5",8
"GO:0061049","GO:0061049","cell growth involved in cardiac muscle cell development","8/1387","19/15025",0.000154202770301097,0.00495784418814256,0.00399567534810379,"IGF1/CTDP1/EDN1/RGS2/ADRA1A/AGT/SORBS2/PDLIM5",8
"GO:0110148","GO:0110148","biomineralization","28/1387","147/15025",0.000165805198088472,0.00518903685795401,0.00418200045562477,"IGF1/FGFR2/ROCK1/ATP2B1/PTGS2/WNT11/HIF1A/BMP7/PHEX/PTK2B/SRGN/BMP2/SBDS/ATF4/FBN2/SLC24A4/KLF10/DDR2/ADGRV1/HEY1/SMAD3/S1PR1/EIF2AK3/CEBPB/TMEM119/RFLNB/FZD9/ADA",28
"GO:0071398","GO:0071398","cellular response to fatty acid","10/1387","29/15025",0.000169145134786553,0.00518903685795401,0.00418200045562477,"PDK4/CPS1/DGAT2/EDN1/HES1/FFAR2/ZC3H12A/PLCB1/FFAR3/SRC",10
