"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001525","GO:0001525","angiogenesis","78/1472","465/15025",1.4152507017341e-06,0.00017527093690587,0.000137188278549383,"THSD7A/ABCC8/TBXA2R/ALOX5/CASP8/FGFR2/ROCK1/JMJD6/PTGS2/MCAM/EDN1/B4GALT1/NRCAM/HIF1A/PPP1R16B/KLF5/RGCC/ITGB8/HOXA5/VEGFA/HYAL1/IL1A/TNFAIP3/GNA13/PTK2B/CCR2/CXCR4/NR4A1/PTGIS/EREG/IL1B/ID1/KLF2/DLL4/BTG1/COL4A2/ANXA1/AGT/IL6/KLF4/THBS1/ENPEP/WARS1/ITGAX/CDH13/RHOB/COL8A1/PLK2/RSPO3/ADM/ADAM8/NODAL/RUNX1/HK2/ITGA5/PROK2/ZC3H12A/HEY1/VSTM4/JCAD/MAPK7/PRKCB/CTNNB1/MECP2/CXCL8/LRG1/EIF2AK3/SPHK1/JUN/EGR3/SETD2/EPGN/HGS/FLNA/C5AR1/NRARP/COL15A1/ADGRG1",78
"GO:0044057","GO:0044057","regulation of system process","80/1472","484/15025",1.87990131940799e-06,0.000227754131588276,0.000178267987817544,"ABCC8/CACNA1G/TBXA2R/JARID2/ATP1A2/CASR/DSG2/PRKCZ/ATP2B3/ROCK1/ATP2B1/PTGS2/ATP2A3/EDN1/SLC9A1/NTSR1/SMAD7/STX1A/P2RX1/RPS6KB1/OPRM1/HBEGF/PDE4D/IL1A/TNR/RGS2/KDM5B/ECE1/SGK1/FOXO3/NR4A3/PTK2B/ADRA1A/CRY2/INHBA/NR4A1/MYRF/THRA/ATP1B2/TNNT3/TNNI2/NR1H2/GCH1/PER2/CHRM3/AGT/CDK9/PLCE1/ITGAX/MYOCD/ADM/FOXO1/CACNA1C/SPTBN4/PROK2/ZC3H12A/SMAD3/NKX3-1/MECP2/DLGAP1/TPPP/KCND3/EIF2AK3/GRK2/CNIH2/SPHK1/RIMS2/SCN4B/BEGAIN/PDE4B/PRKG1/LRRK2/RELN/NLGN3/FLNA/SRC/DLGAP2/AGER/SHISA9/GRIN2B",80
"GO:0071695","GO:0071695","anatomical structure maturation","42/1472","203/15025",2.20013026320448e-06,0.000260879275677416,0.000204195740441643,"EDN1/NRCAM/DMC1/BRD1/HIF1A/REC8/HOXA5/ZBTB16/VEGFA/HES1/FOXO3/BCL11A/PTK2B/RUNX2/EREG/KLF2/H3-3B/MTCH1/SRRM4/SLC24A4/NR4A2/LGI4/KCNB1/GPAT4/NPR2/SPTBN4/NKX6-1/BAP1/PLXNB1/CTNNB1/MECP2/CLEC7A/RND1/CNTNAP2/DDIT3/FAM20C/ZBTB7A/RFLNB/GLDN/SEMA4D/LRRK2/SLFN14",42
"GO:0048871","GO:0048871","multicellular organismal homeostasis","76/1472","458/15025",2.92365763204455e-06,0.000332521305783353,0.000260271476416598,"ABCC8/MLXIPL/SLC11A1/ACADVL/PTGS2/TP53INP2/LYZ/TF/WHRN/NTSR1/CHMP4B/VSIG1/FA2H/MET/CUBN/TCIRG1/RHAG/VEGFA/LAMA4/ARRDC3/IL1A/KDM3A/AMPD2/SLC2A1/SGIP1/TNFAIP3/NR4A3/EGR1/PTK2B/CCR2/CXCR4/G0S2/IL1B/ID1/THRA/NR1D1/ATF4/ATP1B2/NR1H2/PER2/KDM6B/BMAL1/GRHL1/IL6/KLF4/TLE3/FLG/ILDR1/MUC4/PLAC8/PTGES/FOXO1/ADAM8/ADAM17/ACSL1/ZBTB7B/BAP1/ADGRV1/VSTM4/NOD2/MYO5B/CTNNB1/CEBPB/TRAF6/DDIT3/SFN/MEX3C/METRNL/BMP8A/MUC6/LAMA2/POTEI/SRC/HRNR/MUC2/PLEKHM1",76
"GO:0051960","GO:0051960","regulation of nervous system development","68/1472","397/15025",3.19390486928677e-06,0.000355992636730703,0.000278642984806829,"SEMA3F/ABCC8/IFRD1/PAX6/SEMA3B/SPEN/HES2/SMARCD3/SEMA5B/SRRT/HIF1A/BMP7/SLC7A5/PTPRS/NEURL1/OPRM1/VEGFA/HES1/ID2/DLX2/TNR/CXCR4/MYRF/IL1B/ID1/NR1D1/LIF/DLL4/RARA/PER2/BMAL1/BHLHE40/EPHA7/IL6/SKIL/SORL1/PARP6/CLSTN3/NTRK3/ITGAX/DUSP10/NTRK2/LGI4/TRIM11/SKI/NKX6-1/RYK/PLXNB1/HEY1/SLITRK5/NDEL1/CTNNB1/MECP2/CHD7/TPPP/EIF2AK3/RARG/HAP1/CLCF1/ULK1/MAPT/SEMA4D/RELN/IL1RAP/NLGN3/SMURF1/OLIG2/PLXNA4",68
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","46/1472","235/15025",3.64503188022455e-06,0.000398309071931205,0.000311764955864821,"CREBBP/FYN/ARID4A/ARID4B/SPI1/FGFR2/TGFBR3/EDN1/PXN/EP300/PPM1A/SMAD7/ITGB8/COL1A1/ONECUT2/ID1/CDKN1C/COL4A2/USP15/SKIL/LRRC32/THBS1/SMAD6/SINHCAF/FURIN/TGFB1I1/MYOCD/IL17RD/LATS2/ADAM17/ING1/NODAL/SKI/SPRY1/MAPK7/SMAD3/FOS/LRG1/CHST11/JUN/ZBTB7A/ZNF703/ZFP36L1/SPRED3/SRC/SMURF1",46
"GO:1901653","GO:1901653","cellular response to peptide","58/1472","324/15025",4.18764738087624e-06,0.000425216262013183,0.000332825784049531,"FYN/CPS1/CASR/PRKCZ/ROCK1/CAMK2A/ATP2B1/EDN1/PXN/SLC9A1/ICAM1/SORBS1/SRSF5/RIPK2/PLAT/JAK3/RPS6KB1/KLF3/ARHGEF2/FOXO3/NR4A3/INHBA/NR4A1/IL1B/ID1/KLF2/PTPRE/AGT/SORL1/CACNA1A/CAPN10/PHIP/FOXO1/BCL2L11/NR4A2/ZBTB7B/SH2B2/NKX6-1/PRKCB/NDEL1/NOD2/IRS1/SYAP1/FOS/KLF11/RELA/PTPN2/ERFE/PLCB1/SOCS3/ZFP36L1/FFAR3/IRS2/PTPN1/SRC/AGER/GNRHR2/VAMP2",58
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","69/1472","408/15025",4.27276344387911e-06,0.000425216262013183,0.000332825784049531,"FAS/TRAF1/TRAF3IP2/CASP8/ZC3H15/SPI1/EDN1/CXCL2/CYLD/IRAK3/OSM/HIF1A/NFKBIA/PLP2/RIPK2/LILRA1/JAK3/CCL7/KRT18/IL1A/PADI2/TNFAIP3/FOXO3/CSF3R/EGR1/PTK2B/CCRL2/CCR2/CXCR4/FLT3/ZBP1/EREG/IRF1/IL1B/NR1H2/OASL/IL6/DUOX2/NLRC5/IL17RD/ADAM17/ACSL1/RABGEF1/TNFRSF13C/DCST1/IL17RE/CXCL3/IL31RA/CXCL8/OXSR1/RELA/TRAF6/PTPN2/CLCF1/SPHK1/PLCB1/TBK1/IRAK1/SLIT3/IFITM2/IL3RA/IRF7/LILRA5/IL1RAP/PTPN1/SRC/CRLF2/LILRA2/CCL3L3",69
"GO:0070482","GO:0070482","response to oxygen levels","54/1472","295/15025",4.52496038349015e-06,0.000442414109073519,0.000346286903586024,"CREBBP/FAS/CASR/F7/TGFBR3/POLB/PTGS2/EDN1/SLC9A1/EP300/HIF1A/BMP7/RGCC/SLC7A5/PLAT/NDRG1/COL1A1/CDKN1B/VEGFA/CPEB4/IL1A/SLC2A1/FOXO3/EGR1/PTK2B/CXCR4/PTGIS/ATF4/JUND/HILPDA/THBS1/BNIP2/MYOCD/PMAIP1/WTIP/ADM/FOXO1/ADAM8/ADAM17/NR4A2/HK2/SMAD3/NKX3-1/DDIT4/MECP2/FOS/PRKCE/PLK3/MTHFR/IRAK1/ZFP36L1/SRC/AGER/MALAT1",54
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","60/1472","342/15025",5.56679794183631e-06,0.000500383305320222,0.000391660622597108,"TENM1/TRIB2/EDN1/CCNK/IRAK3/BMP7/RGCC/PRKAG2/CDKN1B/TPD52L1/VEGFA/PPP2CA/MACROH2A1/RGS2/TNFAIP3/CCND2/DUSP1/PTK2B/FLT3/CDKN1A/IL1B/CDKN2D/CDKN1C/SESN2/PPP1R1B/CCNH/CCNJL/AGT/SORL1/THBS1/NTRK3/MYOCD/KSR1/PIK3R5/DUSP10/CDKN2A/LATS2/ADAM8/ADAM17/ACSL1/S100A12/CCNL1/SPRY1/RICTOR/NOD2/CDK12/SYAP1/TRIB1/TRAF6/SFN/EPGN/IRAK1/HGS/LRRK2/PTPN1/SERTAD1/SRC/HTT/AGER/DDX3X",60
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","57/1472","320/15025",5.91181882877683e-06,0.000515701624295159,0.000403650595649917,"PAX6/ALOX5/FGFR2/TGFBR3/CDC42/LIMS2/RAP1GAP/B4GALT1/HIF1A/PPP1R16B/RGCC/FA2H/HOXA5/AREG/CDKN1B/VEGFA/HES1/HYAL1/KDM5B/TNFAIP3/KLF9/NR4A3/NR4A1/RUNX2/EREG/ID1/NR1D1/ZFP36/DLL4/CDKN1C/LAMA5/THBS1/CDH13/DUSP10/TCF7L2/ADAM17/NODAL/JCAD/FRS2/SMAD3/NKX3-1/NOD2/CTNNB1/KRT4/LRG1/SFN/JUN/EGR3/EPGN/ZNF703/ZFP36L1/IRS2/C5AR1/NRARP/ZNF580/NEAT1/EPPK1",57
"GO:0031960","GO:0031960","response to corticosteroid","31/1472","136/15025",5.92228673154319e-06,0.000515701624295159,0.000403650595649917,"CPS1/ATP2B1/PTGS2/EDN1/ACSBG1/PLAT/RPS6KB1/COL1A1/AREG/IGFBP2/SGK1/FOXO3/KLF9/FLT3/FOSB/ZFP36/ANXA1/IL6/TPH2/NTRK3/ADM/BCL2L11/DDIT4/FOS/FOSL1/PAPPA/SLIT3/ZFP36L1/WNT7B/AKR1C3/SRC",31
"GO:2000630","GO:2000630","positive regulation of miRNA metabolic process","17/1472","53/15025",6.73170322368158e-06,0.00055524540938278,0.000434602354676635,"SPI1/HIF1A/KLF5/FOXO3/EGR1/NR1H2/KLF4/SMAD6/PNPT1/MYOCD/ZC3H12A/SMAD3/FOS/RELA/FOSL1/JUN/KCNQ1OT1",17
"GO:0021700","GO:0021700","developmental maturation","48/1472","255/15025",6.95092365709443e-06,0.00055524540938278,0.000434602354676635,"SEZ6/EDN1/NRCAM/DMC1/BRD1/HIF1A/REC8/SYP/BLOC1S6/HOXA5/NEURL1/ZBTB16/VEGFA/HES1/FOXO3/BCL11A/PTK2B/RUNX2/EREG/KLF2/H3-3B/MTCH1/SRRM4/SLC24A4/NR4A2/LGI4/KCNB1/GPAT4/NPR2/SPTBN4/NKX6-1/BAP1/PLXNB1/AP1G1/CTNNB1/MECP2/CLEC7A/RND1/CNTNAP2/DDIT3/FAM20C/ZBTB7A/RFLNB/GLDN/SEMA4D/LRRK2/RELN/SLFN14",48
"GO:0071347","GO:0071347","cellular response to interleukin-1","24/1472","93/15025",7.06910245071856e-06,0.00055524540938278,0.000434602354676635,"EDN1/IRAK3/HIF1A/CCL7/HES1/HYAL1/EGR1/PTGIS/ZBP1/IL1B/NR1D1/KLF2/AKAP12/IL6/GBP2/ZC3H12A/NKX3-1/CXCL8/CEBPB/RELA/TRAF6/PLCB1/IRAK1/CCL3L3",24
"GO:0050727","GO:0050727","regulation of inflammatory response","57/1472","322/15025",7.18298813873941e-06,0.00055598323468326,0.000435179866183277,"FGR/FYN/ALOX5/SBNO2/PTGS2/CYLD/NLRP1/OSM/LGALS2/NFKBIA/BCL6/PROC/TNFAIP3/CCR2/PTGIS/ZBP1/IL1B/FFAR2/NR1D1/ZFP36/ANXA1/AGT/IL6/KLF4/FURIN/SIGLEC10/DUSP10/S100A8/NFKBIZ/PLK2/TNIP1/PTGES/ADAM8/RABGEF1/NLRP3/S100A9/S100A12/BAP1/RICTOR/MAPK7/SMAD3/NOD2/PTGER4/CEBPB/RELA/PTPN2/SPHK1/METRNL/SOCS3/FFAR3/BCR/LILRA5/CNR2/LRRK2/SRC/AGER/NEAT1",57
"GO:0070555","GO:0070555","response to interleukin-1","28/1472","118/15025",7.33920025352444e-06,0.000560292644012215,0.000438552932236558,"EDN1/IRAK3/HIF1A/RIPK2/CCL7/HES1/HYAL1/EGR1/PTGIS/ZBP1/IL1B/NR1D1/KLF2/AKAP12/ANXA1/IL6/GBP2/ZC3H12A/NKX3-1/CXCL8/CEBPB/RELA/TRAF6/MTHFR/PLCB1/IRAK1/SRC/CCL3L3",28
"GO:0050867","GO:0050867","positive regulation of cell activation","64/1472","376/15025",7.62649147250224e-06,0.000574357256435878,0.000449561602589606,"FGR/FYN/GAB2/PRKCZ/SMARCD3/BLOC1S6/RIPK2/JAK3/VSIR/MAP3K8/ZBTB16/CD83/BCL6/HES1/IL1A/IGFBP2/PLEK/FOXO3/NR4A3/CCR2/CDKN1A/SOX4/IL1B/TNFSF9/TNFSF14/TICAM1/PHF10/FCHO1/JUND/RARA/ANXA1/AKIRIN2/IL6/THBS1/BCL10/DUSP10/NFKBIZ/ADAM8/CD1D/RUNX1/TNFRSF13C/ICOSLG/ZBTB7B/NLRP3/CLEC4D/AP1G1/NOD2/NFKBID/CCDC88B/CLEC7A/TRAF6/CLCF1/EGR3/IRS2/LILRA5/LRRK2/CD55/FLNA/SRC/PELI1/PNP/AGER/CRLF2/LILRA2",64
"GO:0050673","GO:0050673","epithelial cell proliferation","64/1472","377/15025",8.32960933977798e-06,0.000618945504674435,0.000484461769881262,"PAX6/ALOX5/FGFR2/TGFBR3/CDC42/LIMS2/RAP1GAP/B4GALT1/HIF1A/PPP1R16B/RGCC/FA2H/HOXA5/AREG/CDKN1B/VEGFA/HES1/HYAL1/ID2/KDM5B/TNFAIP3/KLF9/NR4A3/NR4A1/RUNX2/EREG/ID1/NR1D1/ZFP36/DLL4/CDKN1C/LAMA5/IL6/THBS1/CDH13/DUSP10/COL8A1/TCF7L2/ADAM17/NODAL/PROK2/NKX6-1/VSTM4/JCAD/FRS2/SMAD3/NKX3-1/NOD2/CTNNB1/KRT4/LRG1/CEBPB/SFN/JUN/EGR3/EPGN/ZNF703/ZFP36L1/IRS2/C5AR1/NRARP/ZNF580/NEAT1/EPPK1",64
"GO:0062197","GO:0062197","cellular response to chemical stress","55/1472","309/15025",8.76406499536907e-06,0.000626181207938357,0.000490125308243042,"FYN/ALOX5/FAS/PTGS2/EDN1/PXN/PRODH/HIF1A/BMP7/ADNP2/NFAT5/RELB/MET/PPIF/SFPQ/ARHGEF2/SLC2A1/TNFAIP3/FOXO3/NR4A3/KLF2/MGAT3/ATF4/SESN2/GCH1/KDM6B/BMAL1/STK26/ANXA1/PNPLA8/IL6/PNPT1/MCL1/RHOB/FOXO1/NR4A2/NLRP3/ZC3H12A/MAPK7/CTNNB1/FOS/EIF2AK3/OXSR1/RELA/NET1/DDIT3/SPHK1/JUN/ZFP36L1/MAPT/LRRK2/AKR1C3/SRC/ZNF580/DDX3X",55
"GO:0002367","GO:0002367","cytokine production involved in immune response","27/1472","113/15025",9.26353903799208e-06,0.000643827505511429,0.000503937439504257,"PRKCZ/IRAK3/SMAD7/SLC7A5/RIPK2/JAK3/CLNK/BCL6/NR4A3/CCR2/TREM1/IL1B/FFAR2/TICAM1/IL6/BCL10/RABGEF1/NLRP3/MAPKAPK2/DDX21/NOD2/CLEC7A/TRAF6/FFAR3/CD55/ARID5A/UBE2J1",27
"GO:0002262","GO:0002262","myeloid cell homeostasis","34/1472","159/15025",9.47314829570019e-06,0.000643827505511429,0.000503937439504257,"KMT2E/ARID4A/TRAF3IP2/SPI1/TGFBR3/JMJD6/RCOR1/BRD1/HIF1A/JAK3/HOXA5/RHAG/VEGFA/BCL6/ID2/FOXO3/INHBA/THRA/KLF2/ZFP36/ANXA1/ACVR1B/IL6/ADAM17/BCL2L11/BAP1/SP3/PTPN2/ZBTB7A/ZFPM1/HCAR2/PDE4B/ZFP36L1/MPIG6B",34
"GO:0042060","GO:0042060","wound healing","65/1472","388/15025",1.10412590625279e-05,0.000723916903005503,0.000566625109041678,"ABCC8/TBXA2R/PLAUR/ALOX5/SLC11A1/F7/CNN2/DGKA/ERBB3/FGFR2/MCAM/FBLN1/EDN1/B4GALT1/HIF1A/HNF4A/CHMP4B/BLOC1S6/PLAT/P2RX1/COL1A1/OPRM1/VEGFA/HBEGF/IL1A/PROC/PLEK/TNFAIP3/PPL/GNA13/CXCR4/CDKN1A/EREG/RAF1/ANXA1/DYSF/IL6/DGKB/THBS1/DUOX2/S100A8/ADAM17/NRG1/DGKI/SCUBE1/ITGA5/SMAD3/PRKCE/LRG1/JMJD1C/CLEC7A/THBD/PRKG1/PLSCR1/AJAP1/FLNA/SRC/SERPINA1/F5/MPIG6B/KRT6A/HBB/CHMP1B/CHMP4BP1/EPPK1",65
"GO:0051249","GO:0051249","regulation of lymphocyte activation","76/1472","475/15025",1.13356646721802e-05,0.00073457743276814,0.000574969331719885,"FGR/FYN/PRKCZ/SMARCD3/SMAD7/BLOC1S6/RIPK2/JAK3/AHR/VSIR/MAP3K8/SUPT6H/CLNK/ZBTB16/NEDD9/RIPOR2/CD83/BCL6/HES1/IL1A/IGFBP2/ID2/TNFAIP3/FOXO3/CCR2/INHBA/CDKN1A/SOX4/IRF1/IL1B/TNFSF9/TNFSF14/TICAM1/PHF10/FCHO1/THEMIS2/RARA/DCAF15/ANXA1/AKIRIN2/IL6/LRRC32/BCL10/DUSP10/NFKBIZ/ADAM8/CD1D/RUNX1/TNFRSF13C/ICOSLG/ZBTB7B/IKZF3/NLRP3/ZC3H12A/AP1G1/NOD2/NFKBID/CTNNB1/CCDC88B/JUNB/CEBPB/CLEC7A/TRAF6/PTPN2/CLCF1/EGR3/CLEC4G/ZFP36L1/IRS2/CD55/SRC/PELI1/NRARP/PNP/AGER/RASSF5",76
"GO:0002791","GO:0002791","regulation of peptide secretion","34/1472","161/15025",1.25604576172361e-05,0.000795448071600647,0.000622614071361561,"ABCC8/GIPR/ALOX5/CASR/HIF1A/HNF4A/CDK16/STX1A/TCIRG1/SOX4/IL1B/FFAR2/FFAR1/NR1D1/PER2/SNAP25/BMAL1/IL6/CAPN10/S100A8/ILDR1/TCF7L2/FOXO1/KCNB1/NKX6-1/MIDN/IRS1/PRKCE/CHD7/BMP8A/FFAR3/IRS2/PIM3/DOC2B",34
"GO:0038066","GO:0038066","p38MAPK cascade","16/1472","50/15025",1.29427841445372e-05,0.000801445955972286,0.000627308742631135,"MAP2K3/SPI1/CYLD/GADD45B/VEGFA/DUSP1/IL1B/ZFP36/MINK1/DUSP10/MAPKAPK2/ZC3H12A/SPHK1/PER1/ZFP36L1/AGER",16
"GO:0042149","GO:0042149","cellular response to glucose starvation","16/1472","50/15025",1.29427841445372e-05,0.000801445955972286,0.000627308742631135,"MTMR3/SLC7A5/PRKAG2/CPEB4/SLC2A1/FOXO3/ATF4/SESN2/HNRNPA1/PMAIP1/SIK1/PLIN2/NUAK2/ZC3H12A/EIF2AK3/UPP1",16
"GO:1903706","GO:1903706","regulation of hemopoiesis","62/1472","367/15025",1.34158502117066e-05,0.000821610255272974,0.000643091767233221,"CASP8/SPI1/PRKCZ/SMARCD3/RCOR1/BRPF3/BRD1/HIF1A/NFKBIA/SMAD7/RIPK2/JAK3/HOXA5/VSIR/ZBTB16/NEDD9/CD83/BCL6/ID2/FOXO3/CSF3R/PTK2B/CCR2/INHBA/SOX4/IRF1/TNFSF9/ZFP36/LIF/PHF10/RARA/ANXA1/ACVR1B/DUSP10/NFKBIZ/ADAM8/KLF10/KAT6B/BRPF1/RUNX1/ZBTB7B/IKZF3/NLRP3/ZC3H12A/NFKBID/CTNNB1/FOS/JUNB/CEBPB/RARG/TRIB1/TRAF6/PTPN2/EGR3/ZFPM1/CLEC4G/IRF7/ZFP36L1/EVI2B/NRARP/PNP/AGER",62
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","63/1472","375/15025",1.37117861371341e-05,0.000830606349372263,0.000650133200827043,"SYN1/FYN/ATP1A2/PRKCZ/CAMK2A/PTGS2/EDN1/OPHN1/ITPR3/SYP/PLAT/STX1A/NEURL1/P2RX1/MPP2/SLC38A1/TNR/PTK2B/ADRA1A/CCR2/PHF24/IL1B/ATF4/AKAP12/RARA/SNAP25/AGT/FLOT1/CLSTN3/MCTP2/CACNA1A/CNTN4/PLK2/NTRK2/NRGN/DGKI/KCNB1/SHANK2/GRIK3/PRKCB/MECP2/SYAP1/DLGAP1/PRKCE/HAP1/CNIH2/RIMS2/PLCB1/BEGAIN/SYN3/BCR/MAPT/CNR2/LRRK2/RELN/NLGN3/LAMA2/SRC/DLGAP2/AGER/VAMP2/SHISA9/GRIN2B",63
"GO:0050767","GO:0050767","regulation of neurogenesis","57/1472","329/15025",1.39121654011077e-05,0.00083368277183197,0.000652541181915001,"SEMA3F/ABCC8/IFRD1/PAX6/SEMA3B/SPEN/HES2/SMARCD3/SEMA5B/SRRT/HIF1A/BMP7/SLC7A5/PTPRS/NEURL1/OPRM1/VEGFA/HES1/ID2/DLX2/TNR/CXCR4/IL1B/ID1/NR1D1/LIF/DLL4/PER2/BMAL1/BHLHE40/EPHA7/IL6/SKIL/SORL1/PARP6/NTRK3/DUSP10/NTRK2/TRIM11/SKI/NKX6-1/RYK/PLXNB1/HEY1/NDEL1/CTNNB1/MECP2/CHD7/HAP1/CLCF1/ULK1/MAPT/SEMA4D/RELN/SMURF1/OLIG2/PLXNA4",57
"GO:0140467","GO:0140467","integrated stress response signaling","14/1472","40/15025",1.41118345010857e-05,0.000836651634835645,0.000654864973936161,"PPP1R15A/NFE2/ATF4/PPP1R15B/FOS/JUNB/EIF2AK3/CEBPB/DDIT3/PTPN2/FOSL1/JUN/PTPN1/CEBPD",14
"GO:0002790","GO:0002790","peptide secretion","40/1472","204/15025",1.47507189484105e-05,0.000856309965619704,0.000670251966252336,"ABCC8/GIPR/ALOX5/CASR/EDN1/HIF1A/HNF4A/CDK16/STX1A/TCIRG1/SOX4/IL1B/FFAR2/FFAR1/NR1D1/RAF1/PER2/SNAP25/BMAL1/ANXA1/IL6/CAPN10/S100A8/ILDR1/TCF7L2/FOXO1/KCNB1/NKX6-1/CCDC186/MIDN/IRS1/PRKCE/CHD7/RIMS2/BMP8A/FFAR3/IRS2/PCLO/PIM3/DOC2B",40
"GO:0071216","GO:0071216","cellular response to biotic stimulus","42/1472","219/15025",1.60189941719476e-05,0.000901756106265291,0.000705823624120688,"TBXA2R/MAP2K3/SBNO2/SPI1/CXCL2/NFKBIA/BPI/SLC7A5/RIPK2/AKAP8/IL1A/TNFAIP3/IL1B/NR1D1/TICAM1/ZFP36/RARA/IL6/BCL10/TNIP1/BCL2L11/PPP1R15B/NLRP3/CXCL3/ZC3H12A/NOD2/CXCL8/PRKCE/EIF2AK3/CEBPB/CLEC7A/RELA/TRIB1/TRAF6/DDIT3/IRAK1/PDE4B/BCR/CD55/ARID5A/SRC/LILRA2",42
"GO:0045926","GO:0045926","negative regulation of growth","42/1472","220/15025",1.79620994595129e-05,0.000971871653280247,0.00076070454941463,"SEMA3F/IFRD1/JARID2/SEMA3B/SEMA5B/WNT11/HIF1A/HNF4A/PTPRS/RAI1/CDKN1B/PPP2CA/BCL6/HYAL1/TNR/RGS2/BCL11A/INHBA/CDKN1A/CDKN2D/SESN2/BTG1/EPHA7/ACVR1B/AGT/TMPRSS4/PNPT1/DUSP10/PLAC8/CDKN2A/ING1/RYK/SMAD3/GNG4/ULK1/SERTAD2/TSPYL2/SLIT3/SEMA4D/DACT3/MEG3/DDX3X",42
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","26/1472","111/15025",1.96370515895501e-05,0.00101330822693113,0.000793137834182218,"PRKCZ/IRAK3/SMAD7/SLC7A5/RIPK2/JAK3/CLNK/BCL6/NR4A3/CCR2/IL1B/FFAR2/TICAM1/IL6/BCL10/RABGEF1/NLRP3/MAPKAPK2/DDX21/NOD2/CLEC7A/TRAF6/FFAR3/CD55/ARID5A/UBE2J1",26
"GO:0051216","GO:0051216","cartilage development","33/1472","158/15025",2.1295001055735e-05,0.00106131169754824,0.000830711168441813,"PITX1/EDN1/WNT11/HIF1A/BMP7/SMAD7/ITGB8/HOXA5/COL1A1/ZBTB16/HYAL1/DLX2/PRRX1/MEF2D/RUNX2/THRA/RARA/CHSY1/RUNX1/SMAD3/CTNNB1/TAPT1/CHST11/EIF2AK3/RARG/MEX3C/BMP8A/RFLNB/WNT7B/SULF2/COL27A1/ARID5A/COL11A2",33
"GO:0050870","GO:0050870","positive regulation of T cell activation","43/1472","229/15025",2.18571314900456e-05,0.00106850696310547,0.000836343055353176,"FYN/PRKCZ/SMARCD3/RIPK2/JAK3/VSIR/MAP3K8/ZBTB16/CD83/BCL6/HES1/IL1A/IGFBP2/FOXO3/CCR2/SOX4/IL1B/TNFSF9/TNFSF14/PHF10/FCHO1/RARA/ANXA1/IL6/BCL10/DUSP10/NFKBIZ/ADAM8/CD1D/RUNX1/TNFRSF13C/ICOSLG/ZBTB7B/NLRP3/NOD2/NFKBID/CCDC88B/TRAF6/EGR3/CD55/SRC/PNP/AGER",43
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","67/1472","413/15025",2.37020121317659e-05,0.00114862011835071,0.000899049320586158,"TENM1/RB1CC1/MAP2K3/CASR/TRAF1/SPI1/FGFR2/PRKCZ/ROCK1/NDST1/CDC42/TRAF4/EDN1/ICAM1/GADD45B/OSM/RIPK2/CCL7/TPD52L1/OPRM1/VEGFA/IL1A/PTK2B/ADRA1A/FLT3/INHBA/IL1B/LIF/CRACR2A/AKAP12/RAF1/IL6/THBS1/PLCE1/MAPK8IP3/PELI2/NTRK3/KSR1/MINK1/PIK3R5/NTRK2/ADAM8/NODAL/NRG1/S100A12/RYK/ZC3H12A/JCAD/FRS2/NOD2/CTNNB1/PRKCE/TRAF6/SPHK1/JUN/EPGN/PLCB1/IRAK1/LILRA5/WNT7B/LRRK2/PTPN1/SRC/C5AR1/AGER/ITGA1/CCL3L3",67
"GO:0001503","GO:0001503","ossification","59/1472","351/15025",2.50801720025445e-05,0.00119863579765084,0.000938197653246399,"FGR/ALOX5/CASR/VCAN/SBNO2/FGFR2/ATP2B1/PTGS2/TP53INP2/WNT11/HIF1A/BMP7/SMAD7/DDX5/COL1A1/AREG/ZBTB16/TCIRG1/MEF2D/PTK2B/SRGN/RUNX2/THRA/SBDS/ATF4/JUND/CHSY1/H3-3B/IL6/SMAD6/TOB1/NR1I3/TUFT1/NOCT/KLF10/SKI/RUNX1/NPR2/PLXNB1/ADGRV1/DDX21/SMAD3/CTNNB1/MN1/TAPT1/JUNB/PTGER4/EIF2AK3/CEBPB/SP3/TRAF6/FAM20C/BMP8A/RFLNB/SEMA4D/WNT7B/PDLIM7/COL13A1/CEBPD",59
"GO:0061448","GO:0061448","connective tissue development","42/1472","223/15025",2.51642541405254e-05,0.00119863579765084,0.000938197653246399,"CASR/DGAT2/SPI1/PITX1/EDN1/WNT11/HIF1A/BMP7/SMAD7/ITGB8/HOXA5/COL1A1/ZBTB16/ARRDC3/HYAL1/DLX2/PRRX1/MEF2D/EGR1/RUNX2/THRA/RARA/CHSY1/SORL1/SLC25A25/RUNX1/SMAD3/CTNNB1/TAPT1/CHST11/EIF2AK3/RARG/PLAAT3/MEX3C/BMP8A/RFLNB/WNT7B/SULF2/COL27A1/ARID5A/COL11A2/CRIP1",42
