"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","61/2715","198/15025",8.44062421205472e-06,0.00147959177364253,0.00120572879611209,"IGF1/HGF/RB1CC1/GCLM/FAS/KITLG/TRAF1/CASP8/ERBB3/SPI1/CYLD/ICAM1/ITGA6/NRP1/MKNK2/TIMP3/SRPX/TGFBR1/RPS6KB1/KRT18/IL1A/BIRC6/ARHGEF2/CASP8AP2/TNFAIP3/FOXO3/TNFRSF10B/INHBA/G0S2/IL1B/SGPP1/RAF1/ACVR1B/AGT/ITM2C/SKIL/THBS1/ITGAV/BCL2A1/PMAIP1/IL19/BCL10/MCL1/PHIP/TCF7L2/ITPRIP/BCL2L11/SH3RF1/DEPTOR/DEDD2/ATF3/MOAP1/MAPK7/BEX3/SMAD3/RNF34/BCL2/RELA/SRC/HTT/DDX3X",61
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","106/2715","397/15025",1.03784701623935e-05,0.00174664016247638,0.0014233482355468,"TRAF1/SPI1/PRKCZ/BCL3/CAMK2A/EDN1/CYLD/MAVS/IRAK3/ESR1/EP300/NFKBIA/BMP7/NTSR1/SMAD7/RGCC/RIPK2/CARD8/SUFU/MED13/MAPK10/VEGFA/HES1/ID2/ARHGEF2/TNFAIP3/SGK1/TRIM32/TMIGD3/PTGIS/IL1B/ID1/GLIS2/TICAM1/RLIM/BHLHE40/CLOCK/AGT/IL6/KLF4/PIM1/FLOT1/PPP3CA/RB1/NLRC5/MYOCD/TNFRSF11A/SIK1/BCL10/S100A8/FANCD2/NFKBIE/CDKN2A/TCF7L2/IL18/FER/ADAM8/NODAL/PINK1/PRMT2/CRTC2/LRRC14/NLRP3/S100A9/S100A12/NKX6-1/ZC3H12A/PRDX3/PRKCB/SMAD3/NKX3-1/NOD2/TRIM68/CTNNB1/CYTL1/ALK/TRIM8/CLEC7A/RELA/COMMD1/TRIB1/CMKLR1/TRAF6/DDIT3/FOSL1/NUPR1/SPHK1/ZBTB7A/ADGRG3/GAS6/TRAIP/IRAK1/LPAR5/USP7/NWD1/RELN/IL1RAP/FLNA/ANXA4/PELI1/AGER/TRIM27/TRIM13/TRIM34/RAB7B/ADORA3",106
"GO:0006338","GO:0006338","chromatin remodeling","94/2715","343/15025",1.05501754780452e-05,0.00174664016247638,0.0014233482355468,"PAX6/JARID2/BICRA/HLTF/MCM2/ACTR6/BAZ2A/SMARCD3/RAD54L/ESR1/BTAF1/EP300/TTI1/SMCHD1/OIP5/DOT1L/ASF1B/BCL7B/SUPT6H/ASF1A/MACROH2A1/PADI2/KDM5B/DNMT3A/NFE2/HJURP/H1-3/H2BC11/PHF10/DNMT1/H3-3B/KDM6B/ACTL6A/HMGA1/RB1/KDM6A/ZNF827/SUV39H2/CHD1/KAT6B/H4C8/MIS18A/PADI4/SMARCAD1/VPS72/TASOR/NUDT5/DDX21/CENPV/KMT2D/H1-4/MECP2/CHD3/CHD7/CHD2/MTHFR/ZBTB7A/H2AC25/SETD2/TSPYL2/H1-10/H2BC13/H2AX/MPHOSPH8/H2BC26/H4C3/H3C12/H4C11/H2BC12/MIER1/TOP1/H3C14/BRD2/H2BC15/TSPY26P/KCNQ1OT1/H4C14/H2BC14/H3C8/H2BC6/H2BC17/H4C13/H3C11/H2BC9/H4C9/H4C5/H4C4/H3C7/H2BC10/H4C1/H4C2/H3C10/H3C2/H3C3",94
"GO:1903530","GO:1903530","regulation of secretion by cell","126/2715","491/15025",1.30716060318e-05,0.00196656710326513,0.00160256810569857,"FGR/ABCC8/CACNA1G/SYN1/GIPR/HFE/ALOX5/IGF1/NR1H3/GAB2/CASR/TM7SF3/SLC12A2/CD84/SPI1/CAMK2A/FCGR2B/STXBP2/EDN1/RAB10/RPH3A/TREM2/OSM/HIF1A/PCK2/HNF4A/NTSR1/SYP/CDK16/RGCC/STX1A/SEPTIN4/P2RX1/TCIRG1/EXPH5/OPRM1/IL1A/PLA2G4A/WLS/KDM5B/VAMP8/SPP1/GPR68/ADRA1A/CRY2/CCR2/INHBA/GIPC1/SOX4/IL1B/PAX8/FFAR2/FFAR1/NR1D1/ADGRE2/LIF/APOE/NR1H2/PER2/SNAP25/MYH10/PRAM1/BMAL1/CLOCK/ANXA1/AGT/IL6/UQCC2/PREPL/HADH/PPP3CA/MCTP2/TNFRSF11A/TRPM2/CAPN10/GOLPH3L/RAB13/SNAPIN/ILDR1/SNCA/PAM/PTGES/TCF7L2/FOXO1/FER/FRMD4A/ADAM8/DAB2/RABGEF1/SLC16A1/RAB11FIP1/KCNB1/PINK1/CADPS/NKX6-1/ARFIP1/TRPV6/PRKCB/AP1G1/NKX3-1/MIDN/IRS1/RAB3B/PRKCE/CHD7/GRK2/HAP1/UCP2/RIMS2/KCNA2/RPH3AL/HCAR2/BMP8A/HGS/FFAR3/IRS2/BACE1/PCLO/BCR/LRRK2/PIM3/UNC13B/SCAMP5/VAMP2/DOC2B/ADORA3",126
"GO:0044409","GO:0044409","entry into host","48/2715","147/15025",1.38583587813986e-05,0.00196656710326513,0.00160256810569857,"CD4/SCARB1/ITGB5/FCN1/SIGLEC1/ICAM1/CD209/NRP1/SLC1A5/CD81/SELPLG/VAMP8/IDE/CXCR4/WWP1/CDHR3/CTSL/TMPRSS4/CH25H/ITGAV/SCARB2/FURIN/NECTIN4/GSN/TRIM11/LY6E/ITGA5/PTX3/CTSB/PHB1/TRIM68/CXCL8/CDK1/TRIM8/GRK2/CLEC4G/GAS6/IFITM2/TPCN1/PLSCR1/CD55/SRC/TRIM27/KRT6A/JPT2/CLEC5A/TRIM34/MRC1",48
"GO:0048469","GO:0048469","cell maturation","48/2715","147/15025",1.38583587813986e-05,0.00196656710326513,0.00160256810569857,"ANKS1A/RPS6KA2/EDN1/AURKA/NRCAM/DMC1/BRD1/HIF1A/REC8/HOXA5/FBXO5/VEGFA/HES1/FOXO3/BCL11A/PTK2B/RUNX2/EREG/C3/KLF2/H3-3B/MTCH1/RB1/SRRM4/NR4A2/LGI4/KCNB1/GPAT4/NPR2/SPTBN4/FZD5/NKX6-1/BAP1/CTNNB1/MECP2/BCL2/CLEC7A/RND1/C1QA/CNTNAP2/TYMS/GBA1/FAM20C/ZBTB7A/TDRKH/GLDN/LRRK2/SLFN14",48
"GO:0044000","GO:0044000","movement in host","54/2715","172/15025",1.49785404773993e-05,0.00207609537779768,0.00169182339688422,"CD4/SCARB1/ITGB5/FCN1/SIGLEC1/ICAM1/CD209/NRP1/CHMP4B/SLC1A5/CD81/SELPLG/VAMP8/IDE/CXCR4/WWP1/CDHR3/CTSL/TMPRSS4/CH25H/ITGAV/SCARB2/VPS37B/FURIN/NECTIN4/CHMP7/GSN/TRIM11/LY6E/ITGA5/PTX3/CTSB/PHB1/TRIM68/CXCL8/CDK1/TRIM8/GRK2/PC/CLEC4G/GAS6/IFITM2/TPCN1/PLSCR1/CD55/SRC/TRIM27/KRT6A/JPT2/CHMP1B/CLEC5A/CHMP4BP1/TRIM34/MRC1",54
"GO:0044262","GO:0044262","cellular carbohydrate metabolic process","75/2715","262/15025",1.60566118761757e-05,0.00217033898888518,0.00176862311810601,"IGF1/RB1CC1/DGAT2/PYGM/NDST1/SYNJ2/ZMPSTE24/B4GALT1/SORBS1/MIOX/EP300/PCK2/NTSR1/HAS1/ISYNA1/PRKAG2/PCDH12/PLEK/PLA2G4A/ACADM/GOT1/PTK2B/CD244/NLN/NAGK/NR1D1/SESN2/ENOSF1/PER2/COQ3/IDH1/SCARB2/GABARAPL1/PMAIP1/IGFBP4/SIK1/ABHD10/SNCA/FOXO1/RANBP2/HS2ST1/GALK2/B3GNT7/HK2/AGL/BPNT1/PHKG1/COX11/MIDN/DDIT4/IRS1/MECP2/UGP2/CSGALNACT2/GLB1/PFKFB3/PRKCE/RBKS/P2RY6/COQ2/PPP1R3B/PTPN2/NUPR1/ERFE/PHLDA2/IDH2/PPP1R2/IRS2/USP7/SDHAF3/FAM3C/SRC/RPE/SLC35B4/MGAM",75
"GO:0031099","GO:0031099","regeneration","52/2715","165/15025",1.90084250057649e-05,0.00241743214417955,0.00196998091014561,"IFRD1/CD9/IGF1/HGF/GRN/F7/TGFBR3/MMP2/AURKA/SRSF5/PRPS2/KLF5/SLC7A5/PTPRS/CCND1/CD81/CDKN1B/PRRX1/TNR/MTR/SPP1/NR4A3/FLT3/CDKN1A/PCNA/PTGFRN/ANXA1/IL6/KLF4/PNPT1/PPP3CA/MAPK8IP3/DUSP10/CCNA2/BIN3/ADM/RUNX1/ACE/NDEL1/CDK1/TMEM182/BCL2/LAMB2/CEBPB/AKIRIN1/UCP2/TYMS/ULK1/JUN/GAS6/FLNA/EPPK1",52
"GO:0010035","GO:0010035","response to inorganic substance","125/2715","490/15025",1.90636427477246e-05,0.00241743214417955,0.00196998091014561,"ABCC8/CACNA1G/GIPR/HFE/FYN/HGF/CPS1/CASR/CASP8/SLC12A2/RASGRP2/CYBRD1/PTGS2/EDN1/CPOX/SLC25A24/MMP2/TF/ITPR3/LGMN/HIF1A/MMP9/BMP7/EEF2K/NDRG1/MET/PLEKHA1/PPIF/COL1A1/AREG/CCND1/TCIRG1/CDKN1B/RASAL1/TIMELESS/PPP2CA/IL1A/IGFBP2/MTR/PRDX1/TNFAIP3/FOXO3/NR4A3/DNMT3A/LRP11/PTK2B/ACO1/CPNE5/RUNX2/FOSB/KLF2/ATF4/KCNC1/JUND/GCH1/SERPINF1/KDM6B/PCNA/EIF2S1/STK26/ANXA1/HNRNPA1/IL6/IL18BP/THBS1/SLC40A1/PPP3CA/TPH2/SLC13A5/SOD1/TRPM2/S100A8/PARP1/RHOB/CALM2/SNCA/CCNA2/PAM/FOXO1/NEK7/ANKH/KCNMA1/AIFM1/KCNB1/PPP1R15B/PINK1/ZC3H12A/BAP1/ADGRV1/CASP3/TRPV6/CYBB/PRDX3/MAPK7/ENDOG/ARL13B/CDK1/FABP4/FOS/CD14/JUNB/BCL2/EIF2AK3/RELA/NET1/UCP2/FOSL1/SPHK1/JUN/NQO1/PLCB1/BACE1/MAPT/PLSCR1/LRRK2/AKR1C3/SRC/SUCNR1/HBA1/ZNF580/CRIP1/SLFN14/HBB/SELENOP/HP",125
"GO:0051216","GO:0051216","cartilage development","50/2715","158/15025",2.40975779587472e-05,0.00289448445983111,0.0023587338922043,"PITX1/EVC/EDN1/ZMPSTE24/WNT11/HIF1A/BMP7/SMAD7/ITGB8/HOXA5/TGFBR1/COL1A1/ZBTB16/WNT5B/HYAL1/DLX2/PRRX1/MEF2D/TGFBI/RUNX2/BBS2/MKKS/THRA/RARA/CHSY1/CHI3L1/ACVRL1/RB1/ECM1/SERPINH1/RUNX1/PBXIP1/SMAD3/CTNNB1/TAPT1/CYTL1/CHST11/EIF2AK3/RARG/MEX3C/TYMS/MAF/BMP8A/RFLNB/WNT7B/SULF2/COL27A1/ARID5A/ANXA6/COL11A2",50
"GO:0050673","GO:0050673","epithelial cell proliferation","100/2715","377/15025",2.4443876836754e-05,0.00289448445983111,0.0023587338922043,"PAX6/ALOX5/IGF1/HGF/GRN/FGFR2/TGFBR3/CDC42/LIMS2/SCARB1/RAP1GAP/B4GALT1/ESR1/NRP1/PDGFB/HIF1A/PPP1R16B/RGCC/FA2H/HOXA5/TGFBR1/LIPA/CCL2/AREG/CCND1/CDKN1B/VEGFA/SPARC/HES1/HYAL1/ID2/KDM5B/NRP2/TNFAIP3/KLF9/NR4A3/NR4A1/RUNX2/EREG/ID1/NR1D1/ZFP36/DLL4/CDKN1C/APOE/LAMA5/ATP5IF1/SERPINF1/CDK4/HTR2B/IL6/THBS1/ACVRL1/RB1/CDH13/IGFBP4/ECM1/DUSP10/COL8A1/TCF7L2/ADAM17/DAB2/NODAL/MMP14/SGPP2/PYGO2/PROK2/NKX6-1/AGGF1/VSTM4/JCAD/HTRA1/FRS2/SMAD3/NKX3-1/NOD2/CTNNB1/KRT4/LRG1/MCC/CEBPB/EGFL7/PTPRM/VEGFB/SFN/NUPR1/JUN/EGR3/EPGN/ZNF703/ZFP36L1/IRS2/C5AR1/NRARP/ZNF580/SYNJ2BP/NME1/NEAT1/EPPK1/UHRF1",100
"GO:0065004","GO:0065004","protein-DNA complex assembly","63/2715","213/15025",2.51508821113273e-05,0.00289448445983111,0.0023587338922043,"MCM2/BAZ2A/ESR1/DMC1/CENPI/OIP5/ASF1B/MED26/ASF1A/GMNN/MACROH2A1/CENPA/HJURP/H1-3/H2BC11/MED20/THRA/DLGAP5/H3-3B/CENPO/CENPE/RB1/ZNF827/KAT6B/H4C8/MIS18A/PADI4/CENPV/CDT1/H1-4/TSPYL2/H1-10/H2BC13/H2AX/H2BC26/H4C3/H3C12/H4C11/H2BC12/H3C14/BRD2/H2BC15/TSPY26P/H4C14/GTF2H5/H2BC14/H3C8/H2BC6/H2BC17/H4C13/H3C11/H2BC9/H4C9/H4C5/H4C4/H3C7/H2BC10/H4C1/H4C2/H3C10/TAF11L11/H3C2/H3C3",63
"GO:0023061","GO:0023061","signal release","108/2715","414/15025",2.54586109598716e-05,0.00289448445983111,0.0023587338922043,"ABCC8/SYN1/GIPR/HFE/ALOX5/CASR/TM7SF3/CAMK2A/PTGS2/STXBP2/EDN1/RPH3A/OSM/HIF1A/PCK2/HNF4A/SYP/CDK16/BLOC1S6/STX1A/P2RX1/NRXN2/TCIRG1/LIN7A/OPRM1/SLC16A10/ACVR2B/IL1A/OTOF/PLA2G4A/WLS/KDM5B/VAMP8/SPP1/GPR68/ADRA1A/CRY2/INHBA/GIPC1/NR4A1/SOX4/ABCC4/IL1B/PAX8/FFAR2/FFAR1/NR1D1/LIF/RAF1/PER2/SNAP25/BMAL1/CLOCK/ANXA1/STX11/AGT/IL6/UQCC2/PREPL/HADH/PPP3CA/MCTP2/TNFRSF11A/TRPM2/CAPN10/SNAPIN/ILDR1/SNCA/PTGES/TCF7L2/ADM/FOXO1/DAB2/SLC16A1/RAB11FIP1/SYN2/KCNB1/PINK1/CADPS/NKX6-1/TRPV6/CCDC186/PRKCB/NKX3-1/MIDN/IRS1/PRKCE/CHD7/UCP2/RIMS2/KCNA2/SCRIB/RPH3AL/HCAR2/BMP8A/SYN3/FFAR3/IRS2/BACE1/PCLO/LRRK2/PIM3/UNC13B/SUCNR1/VAMP2/RAB44/DOC2B/ADORA3",108
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","40/2715","118/15025",2.67108465252871e-05,0.00289448445983111,0.0023587338922043,"SPI1/IFI35/BCL3/TRAF4/NFKB2/EDN1/CYLD/TREM2/EP300/PPM1A/NFKBIA/BMP7/NFAT5/RELB/SASH1/PRDX1/TNFRSF10B/IL1B/TNFSF14/CHI3L1/UACA/IL18/NLRP3/REL/ZC3H12A/AKIP1/PHB1/NOD2/CD14/ALK/RELA/TRAF6/SPHK1/TNFSF15/ADGRG3/IRAK1/PTP4A3/TLR7/AGER/DDX3X",40
"GO:0002064","GO:0002064","epithelial cell development","57/2715","188/15025",2.75432060898454e-05,0.00293138407670497,0.00238880362591253,"PAX6/CCDC88C/ARID4A/ARID4B/ROCK1/FOSL2/B4GALT1/ICAM1/ESR1/PDGFB/HIF1A/HNF4A/PPP1R16B/VSIG1/FNDC3A/KLF5/MET/HOXA5/PLOD3/EXPH5/WNT5B/VEGFA/PDE4D/IL1A/PROC/ONECUT2/CXCR4/IL1B/ATF4/PALLD/RARA/BMAL1/HSD17B4/CLOCK/FLNB/SHROOM3/RAB13/RILPL2/FER/HYDIN/MYO1E/GPAT4/FZD5/NKX6-1/FRS2/LAMB2/RARG/SFN/ZDHHC21/TYMS/MYADM/PLCB1/MAGI2/WNT7B/SRC/COL15A1/S1PR3",57
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","87/2715","320/15025",3.06058054435275e-05,0.00314501035247283,0.00256288904385546,"PAX6/ALOX5/IGF1/GRN/FGFR2/TGFBR3/CDC42/LIMS2/RAP1GAP/B4GALT1/NRP1/PDGFB/HIF1A/PPP1R16B/RGCC/FA2H/HOXA5/TGFBR1/CCL2/AREG/CCND1/CDKN1B/VEGFA/SPARC/HES1/HYAL1/KDM5B/NRP2/TNFAIP3/KLF9/NR4A3/NR4A1/RUNX2/EREG/ID1/NR1D1/ZFP36/DLL4/CDKN1C/APOE/LAMA5/ATP5IF1/SERPINF1/CDK4/HTR2B/THBS1/ACVRL1/RB1/CDH13/ECM1/DUSP10/TCF7L2/ADAM17/DAB2/NODAL/SGPP2/PYGO2/AGGF1/JCAD/HTRA1/FRS2/SMAD3/NKX3-1/NOD2/CTNNB1/KRT4/LRG1/MCC/EGFL7/PTPRM/VEGFB/SFN/NUPR1/JUN/EGR3/EPGN/ZNF703/ZFP36L1/IRS2/C5AR1/NRARP/ZNF580/SYNJ2BP/NME1/NEAT1/EPPK1/UHRF1",87
"GO:0070542","GO:0070542","response to fatty acid","23/2715","55/15025",3.4794984198355e-05,0.00351488314952874,0.00286430075095825,"GIPR/CPS1/DGAT2/PTGS2/EDN1/SCD/PLAT/HES1/FOXO3/FFAR2/FFAR1/CDK4/ILDR1/FOXO1/ACSL1/ZC3H12A/IRS1/LPL/UCP2/PLCB1/FFAR3/AKR1C3/SRC",23
"GO:1903706","GO:1903706","regulation of hemopoiesis","97/2715","367/15025",3.74265604545582e-05,0.00359318959590923,0.00292811317476602,"CD4/KITLG/CASP8/SPI1/PRKCZ/FCGR2B/SMARCD3/RCOR1/TREM2/BRPF3/BRD1/HIF1A/NFKBIA/SMAD7/RIPK2/JAK3/HOXA5/VSIR/ZBTB16/NEDD9/CD83/BCL6/LOXL3/ID2/FOXO3/CSF3R/GPR68/PTK2B/CCR2/PRXL2A/INHBA/SOX4/IRF1/TNFSF9/ZFP36/LIF/PHF10/RARA/ANXA1/ACVR1B/ACTL6A/PPP3CA/RB1/SKIC8/SOD1/DUSP10/FANCD2/NFKBIZ/OCSTAMP/IL18/ADAM8/SH3RF1/KLF10/KAT6B/BRPF1/MMP14/H4C8/SLAMF8/C1QC/RUNX1/ZBTB7B/IKZF3/NLRP3/ZC3H12A/NFKBID/CTNNB1/FOS/JUNB/CEBPB/RARG/TRIB1/TRAF6/PTPN2/CD28/EGR3/ZFPM1/CLEC4G/GAS6/IRF7/ZFP36L1/EVI2B/MITF/H4C3/H4C11/NRARP/PNP/PRMT6/AGER/H4C14/H4C13/H4C9/PIK3R6/RAB7B/H4C5/H4C4/H4C1/H4C2",97
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","107/2715","413/15025",3.77246661003476e-05,0.00359318959590923,0.00292811317476602,"TENM1/CD4/IGF1/HGF/RB1CC1/MAP2K3/CASR/KITLG/TRAF1/SPI1/FGFR2/PRKCZ/ROCK1/NDST1/CDC42/FCGR2B/TRAF4/EDN1/ICAM1/TREM2/NRP1/GADD45B/OSM/PDGFB/CCL22/RIPK2/GSDME/TGFBR1/CCL7/CCL2/CCL8/CD81/TPD52L1/SASH1/OPRM1/VEGFA/IL1A/NENF/SORBS3/PTK2B/ADRA1A/FLT3/INHBA/IL1B/LIF/CRACR2A/APOE/AKAP12/RAF1/CHI3L1/HTR2B/GPNMB/IL6/THBS1/BCAR3/PLCE1/MAPK8IP3/PELI2/NTRK3/KSR1/MINK1/PIK3R5/TNFRSF11A/IGFBP4/SOD1/MFHAS1/NTRK2/ADAM8/TNIK/SH3RF1/NODAL/NPTN/NRG1/S100A12/FZD5/RYK/ZC3H12A/JCAD/FRS2/PHB1/NOD2/CTNNB1/ALK/PRKCE/P2RY6/TRAF6/SPHK1/JUN/CCL13/CSF1R/EPGN/PLCB1/GAS6/TNFAIP8L3/IRAK1/TMEM106A/CDK10/LILRA5/WNT7B/LRRK2/PTPN1/SRC/C5AR1/AGER/ITGA1/CCL3L3/PIK3R6",107
"GO:0045444","GO:0045444","fat cell differentiation","61/2715","207/15025",3.78609584122033e-05,0.00359318959590923,0.00292811317476602,"ALOX5/TRIB2/PTGS2/RUNX1T1/EP300/BMP7/KLF5/ZBTB16/CCND1/WNT5B/CREBL2/HES1/ID2/RGS2/TRIM32/NR4A3/FABP3/ARL4A/NR4A1/BBS2/MKKS/FFAR2/NR1D1/ZFP36/LRP3/PER2/BMAL1/RNASEL/IL6/KLF4/PIM1/SMAD6/JDP2/BBS4/TGFB1I1/DUSP10/PLAC8/TCF7L2/FOXO1/NOCT/NR4A2/ZBTB7B/NAPEPLD/ZNF385A/ZC3H12A/SMAD3/SYAP1/FABP4/LRG1/CEBPB/CMKLR1/DDIT3/LPL/MEX3C/METRNL/ZBTB7A/ZFPM1/PLCB1/ZFP36L1/LAMB3/CEBPD",61
"GO:0019915","GO:0019915","lipid storage","29/2715","77/15025",3.79817021044097e-05,0.00359318959590923,0.00292811317476602,"ABHD5/NR1H3/MSR1/DGAT2/SCARB1/TREM2/NFKBIA/EHD1/LDAH/CRY2/IL1B/C3/FFAR2/APOE/NR1H2/HILPDA/B4GALNT1/IL6/ITGAV/PLIN2/ZC3H12A/PTPN2/LPL/GBA1/PNPLA2/NRIP1/GM2A/HEXA/PLIN5",29
"GO:0044242","GO:0044242","cellular lipid catabolic process","58/2715","195/15025",4.3410739005504e-05,0.00389630852919754,0.00317512673149372,"CROT/ABHD5/CPS1/ACADVL/SCARB1/ABCB11/ACAT1/PLD1/MGST2/SLC25A17/PCK2/ABHD12/PLA2G15/EHHADH/PLA2G4A/ACADM/ACAT2/PLBD1/GPCPD1/ECHS1/SRD5A3/IVD/APOC1/SESN2/LPIN3/HSD17B4/PNPLA8/SORL1/IDH1/HADH/ETFA/PLA2G7/AUH/PLBD2/CPT2/NAPEPLD/LIPH/BDH2/SGPL1/SLC27A4/IRS1/LPL/MTLN/SPHK1/GBA1/PNPLA2/FUCA1/PNPLA1/PLCB1/IRS2/AKR1C3/GM2A/ECI2/NAGA/NEU4/HEXA/PLIN5/AMACR",58
"GO:0019058","GO:0019058","viral life cycle","81/2715","296/15025",4.43179386511096e-05,0.00389630852919754,0.00317512673149372,"VTA1/CD4/SCARB1/HACD3/FKBP6/LAMP3/ITGB5/FCN1/ATG16L1/SIGLEC1/MAVS/CCNK/ICAM1/CD209/NRP1/CHMP4B/SLC1A5/CCL2/CCL8/HSPA8/CD81/SELPLG/VAMP8/IDE/CXCR4/WWP1/VAPB/APOBEC3A/CDHR3/APOE/BST2/TOP2A/CTSL/OASL/RNASEL/TMPRSS4/CH25H/ITGAV/SCARB2/VPS37B/FURIN/NECTIN4/TNIP1/CHMP7/STOM/GSN/TRIM11/LY6E/ITGA5/NFIA/IFI16/PTX3/ZC3H12A/TASOR/CTSB/FAM111A/PHB1/TRIM68/CXCL8/PCBP1/CDK1/TRIM8/BCL2/GRK2/PC/CD28/CLEC4G/GAS6/IFITM2/TPCN1/PLSCR1/MPHOSPH8/CD55/TRIM27/JPT2/DDX3X/CHMP1B/CLEC5A/CHMP4BP1/TRIM34/MRC1",81
"GO:0061448","GO:0061448","connective tissue development","64/2715","223/15025",5.98398103452201e-05,0.00495340652302099,0.00403656264521704,"CASR/DGAT2/SPI1/PITX1/EVC/ACAT1/RASAL2/EDN1/ZMPSTE24/WNT11/PDGFB/HIF1A/BMP7/SMAD7/ITGB8/HOXA5/TGFBR1/COL1A1/ZBTB16/WNT5B/ARRDC3/HYAL1/DLX2/PRRX1/MEF2D/TGFBI/EGR1/RUNX2/BBS2/MKKS/THRA/RARA/CHSY1/CHI3L1/CDK4/SORL1/ACVRL1/RB1/BBS4/ECM1/SLC25A25/SERPINH1/RUNX1/PBXIP1/SMAD3/CTNNB1/TAPT1/CYTL1/CHST11/EIF2AK3/RARG/PLAAT3/MEX3C/TYMS/MAF/BMP8A/RFLNB/WNT7B/SULF2/COL27A1/ARID5A/ANXA6/COL11A2/CRIP1",64
"GO:0015908","GO:0015908","fatty acid transport","29/2715","79/15025",6.56648935018142e-05,0.00536113377083305,0.00436882218626345,"CROT/EDN1/SLC25A17/NTSR1/RPS6KB1/RBP1/IL1A/PLA2G4A/SLC2A1/FABP3/PLA2G12A/IL1B/APOE/ANXA1/PNPLA8/EPRS1/THBS1/TNFRSF11A/PLIN2/PTGES/ACSL1/CPT2/ACE/SLC27A4/FABP4/SLC25A20/ERFE/IRS2/ACSL5",29
"GO:0060284","GO:0060284","regulation of cell development","112/2715","442/15025",6.86970054225942e-05,0.0054146948977013,0.00441246949099149,"SEMA3F/PLXND1/ABCC8/IFRD1/PAX6/SEMA3B/IGF1/GRN/SPEN/DIP2B/ASPM/ROCK1/HES2/CDC42/HLTF/LIMS2/KIFAP3/FBLN1/CARMIL1/SMARCD3/SEMA5B/SRRT/AURKA/TREM2/NRP1/HIF1A/BMP7/SMAD7/SLC7A5/EEF2K/PTPRS/NEURL1/CAPRIN2/NEDD9/OPRM1/VEGFA/HES1/IL1A/PROC/ID2/DLX2/TNR/DOCK7/SPP1/TRIM32/GPR68/BCL11A/CXCR4/BHLHE41/IL1B/ID1/NR1D1/LIF/DLL4/PER2/SERPINF1/EPHB2/BMAL1/BHLHE40/CLOCK/EPHA7/IL6/SKIL/SORL1/PARP6/ACTR2/AP1AR/PPP3CA/RB1/NTRK3/DUSP10/NTRK2/DOCK1/DAB2/TRIM11/NODAL/NPTN/SKI/SLAMF8/ACE/NPR2/NKX6-1/RYK/MELTF/PLXNB1/HEY1/NDEL1/CTNNB1/MECP2/CHD7/BCL2/CLEC7A/TRIB1/HAP1/CLCF1/ZDHHC21/ULK1/MYADM/PLCB1/RFLNB/NF2/MAPT/SEMA4D/LRRK2/RELN/FLNA/SIGLEC15/SMURF1/OLIG2/S1PR3/PLXNA4/CYFIP1",112
"GO:1905952","GO:1905952","regulation of lipid localization","45/2715","143/15025",6.9875816056389e-05,0.0054146948977013,0.00441246949099149,"ABHD5/NR1H3/MSR1/SCARB1/EDN1/TREM2/NFKBIA/PLTP/NTSR1/EHD1/IL1A/PLA2G4A/KDM5B/SPP1/CRY2/FABP3/IL1B/C3/APOE/APOC1/NR1H2/ATP8A2/HILPDA/AGT/IL6/EPRS1/THBS1/ITGAV/FURIN/TNFRSF11A/PLIN2/PTGES/ACSL1/DAB2/DBI/ZC3H12A/NKX3-1/ARV1/PTPN2/LPL/PNPLA2/ERFE/IRS2/ACSL5/PLIN5",45
"GO:0038066","GO:0038066","p38MAPK cascade","21/2715","50/15025",6.99549508595638e-05,0.0054146948977013,0.00441246949099149,"HGF/MAP2K3/SPI1/CYLD/TREM2/GADD45B/SASH1/VEGFA/DUSP1/IL1B/ZFP36/MINK1/DUSP10/MFHAS1/MAPKAPK2/ZC3H12A/PBK/SPHK1/PER1/ZFP36L1/AGER",21
